framework_id,name,code,version,year_of_issuance,previous_version,issuing_authority,document_classification,tlp,binding_language,source_document
ECC-2:2024,Essential Cybersecurity Controls,ECC,2,2024,ECC – 1 (2018),National Cybersecurity Authority (NCA),Public,TLP: White,the Arabic version will be the binding language for all matters relating to the meaning or interoperation of this document,"NCA Essential Cybersecurity Controls (ECC-2:2024), KB 2/Saudi Arabia/ECC--2024-EN.pdf"
