guidanceterm_id,term,definition_text,guidancesection_id,source_document
GTERM-predicate-rules,predicate rules,"The underlying requirements set forth in the Act, PHS Act, and FDA regulations (other than part 11) are referred to in this guidance document as predicate rules.",G-I,"Guidance for Industry - Part 11, Electronic Records; Electronic Signatures - Scope and Application (FDA, August 2003); KB 2/USA/Part-11--Electronic-Records--Electronic-Signatures.pdf"
GTERM-legacy-system,legacy system,"In this guidance document, we use the term legacy system to describe systems already in operation before the effective date of part 11.",G-III.C.3,"Guidance for Industry - Part 11, Electronic Records; Electronic Signatures - Scope and Application (FDA, August 2003); KB 2/USA/Part-11--Electronic-Records--Electronic-Signatures.pdf"
GTERM-part-11-records,part 11 records or signatures,"Under this narrow interpretation, FDA considers part 11 to be applicable to the following records or signatures in electronic format (part 11 records or signatures)",G-III.B.2,"Guidance for Industry - Part 11, Electronic Records; Electronic Signatures - Scope and Application (FDA, August 2003); KB 2/USA/Part-11--Electronic-Records--Electronic-Signatures.pdf"
GTERM-should,should,"The use of the word should in Agency guidances means that something is suggested or recommended, but not required.",G-I,"Guidance for Industry - Part 11, Electronic Records; Electronic Signatures - Scope and Application (FDA, August 2003); KB 2/USA/Part-11--Electronic-Records--Electronic-Signatures.pdf"
GTERM-hybrid,hybrid,"Examples of hybrid situations include combinations of paper records (or other nonelectronic media) and electronic records, paper records and electronic signatures, or handwritten signatures executed to electronic records.",G-III.C.5,"Guidance for Industry - Part 11, Electronic Records; Electronic Signatures - Scope and Application (FDA, August 2003); KB 2/USA/Part-11--Electronic-Records--Electronic-Signatures.pdf"
