subpart_id,designation,heading,instrument_id,source_document
SUBPART-A,Subpart A,General Provisions,INST-REG,"21 CFR Part 11 - Electronic Records; Electronic Signatures (eCFR, up to date as of 5/21/2026); KB 2/USA/21 CFR Part 11.pdf"
SUBPART-B,Subpart B,Electronic Records,INST-REG,"21 CFR Part 11 - Electronic Records; Electronic Signatures (eCFR, up to date as of 5/21/2026); KB 2/USA/21 CFR Part 11.pdf"
SUBPART-C,Subpart C,Electronic Signatures,INST-REG,"21 CFR Part 11 - Electronic Records; Electronic Signatures (eCFR, up to date as of 5/21/2026); KB 2/USA/21 CFR Part 11.pdf"
