publication_id,identifier,series,title,authors,organization,publication_date,approved_by_editorial_review_board,supersedes,doi,requirements_derived_from,baseline_source,companion_publication,keywords,how_to_cite,source_document
SP800-171r3,NIST SP 800-171r3,NIST Special Publication 800,Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations,Ron Ross; Victoria Pillitteri,"National Institute of Standards and Technology, Computer Security Division, Information Technology Laboratory",May 2024,2024-04-23,NIST Special Publication 800-171r2 (February 2020; Includes updates as of 01-28-2021),https://doi.org/10.6028/NIST.SP.800-171r3,NIST Special Publication (SP) 800-53 [8],SP 800-53B [12] moderate baseline,NIST Special Publication 800-171A,Controlled Unclassified Information; Executive Order 13556; FIPS Publication 199; FIPS Publication 200; FISMA; NIST Special Publication 800-53; nonfederal organizations; nonfederal systems; organization-defined parameter; security assessment; security control; security requirement.,"Ross R, Pillitteri V (2024) Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations. (National Institute of Standards and Technology, Gaithersburg, MD), NIST Special Publication (SP) NIST SP 800-171r3. https://doi.org/10.6028/NIST.SP.800-171r3","NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
