decree_id,title,context,issuing_authority,source_document
decree_995_2000,Decree 995/2000,"CONSIDERING file Number 020-003060/2000 of the Registry of the MINISTRY OF ECONOMY and the Bill registered under number 25326, enacted by the NATIONAL CONGRESS on October 4, 2000, and",THE PRESIDENT OF THE ARGENTINE REPUBLIC IN AGREEMENT WITH HIS CABINET OF MINISTERS,KB 2/South America/Argentina Personal Data Protection Act 2000.pdf
