instrument_id,short_title,law_number,year,jurisdiction,language_of_text,subject_matter,enacting_formula,source_document
instrument_ley_25326,Personal Data Protection Act,Law 25.326,2000,Argentina,English translation,"General Provisions. General principles related to the protection of data. Rights of data owners. Users and individuals in charge of files, records, and databases. Oversight. Sanctions. Action to protect personal data.","The Senate and the House of Representatives of Argentina met in Congress, etc. and enacted the following Act:",KB 2/South America/Argentina Personal Data Protection Act 2000.pdf
