dispositivo_id,artigo_id,tipo,rotulo,texto,status,nota_alteracao,parent_id,parent_type,source_document
art_11_inc_II_ali_e,art_11,alínea,e),e) proteção da vida ou da incolumidade física do titular ou de terceiro;,vigente,,art_11_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_inc_II_ali_f,art_11,alínea,f),"f) tutela da saúde, exclusivamente, em procedimento realizado por profissionais de saúde, serviços de saúde ou autoridade sanitária; ou (Alínea com redação dada pela Lei nº 13.853, de 8/7/2019)",vigente,"(Alínea com redação dada pela Lei nº 13.853, de 8/7/2019)",art_11_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_inc_II_ali_g,art_11,alínea,g),"g) garantia da prevenção à fraude e à segurança do titular, nos processos de identificação e autenticação de cadastro em sistemas eletrônicos, resguardados os direitos mencionados no art. 9º desta Lei e exceto no caso de prevalecerem direitos e liberdades fundamentais do titular que exijam a proteção dos dados pessoais.",vigente,,art_11_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_1,art_11,parágrafo,§ 1º,"§ 1º Aplica-se o disposto neste artigo a qualquer tratamento de dados pessoais que revele dados pessoais sensíveis e que possa causar dano ao titular, ressalvado o disposto em legislação específica.",vigente,,art_11,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_2,art_11,parágrafo,§ 2º,"§ 2º Nos casos de aplicação do disposto nas alíneas ""a"" e ""b"" do inciso II do caput deste artigo pelos órgãos e pelas entidades públicas, será dada publicidade à referida dispensa de consentimento, nos termos do inciso I do caput do art. 23 desta Lei.",vigente,,art_11,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_3,art_11,parágrafo,§ 3º,"§ 3º A comunicação ou o uso compartilhado de dados pessoais sensíveis entre controladores com objetivo de obter vantagem econômica poderá ser objeto de vedação ou de regulamentação por parte da autoridade nacional, ouvidos os órgãos setoriais do Poder Público, no âmbito de suas competências.",vigente,,art_11,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_4,art_11,parágrafo,§ 4º,"§ 4º É vedada a comunicação ou o uso compartilhado entre controladores de dados pessoais sensíveis referentes à saúde com objetivo de obter vantagem econômica, exceto nas hipóteses relativas a prestação de serviços de saúde, de assistência farmacêutica e de assistência à saúde, desde que observado o § 5º deste artigo, incluídos os serviços auxiliares de diagnose e terapia, em benefício dos interesses dos titulares de dados, e para permitir:",vigente,,art_11,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_4_inc_I,art_11,inciso,I,I - a portabilidade de dados quando solicitada pelo titular; ou,vigente,,art_11_par_4,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_4_inc_II,art_11,inciso,II,"II - as transações financeiras e administrativas resultantes do uso e da prestação dos serviços de que trata este parágrafo. (Inciso com redação dada pela Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso com redação dada pela Lei nº 13.853, de 8/7/2019)",art_11_par_4,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_11_par_5,art_11,parágrafo,§ 5º,"§ 5º É vedado às operadoras de planos privados de assistência à saúde o tratamento de dados de saúde para a prática de seleção de riscos na contratação de qualquer modalidade, assim como na contratação e exclusão de beneficiários. (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019)",vigente,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019)",art_11,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_12_par_1,art_12,parágrafo,§ 1º,"§ 1º A determinação do que seja razoável deve levar em consideração fatores objetivos, tais como custo e tempo necessários para reverter o processo de anonimização, de acordo com as tecnologias disponíveis, e a utilização exclusiva de meios próprios.",vigente,,art_12,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_12_par_2,art_12,parágrafo,§ 2º,"§ 2º Poderão ser igualmente considerados como dados pessoais, para os fins desta Lei, aqueles utilizados para formação do perfil comportamental de determinada pessoa natural, se identificada.",vigente,,art_12,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_12_par_3,art_12,parágrafo,§ 3º,"§ 3º A autoridade nacional poderá dispor sobre padrões e técnicas utilizados em processos de anonimização e realizar verificações acerca de sua segurança, ouvido o Conselho Nacional de Proteção de Dados Pessoais.",vigente,,art_12,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_13_par_1,art_13,parágrafo,§ 1º,§ 1º A divulgação dos resultados ou de qualquer excerto do estudo ou da pesquisa de que trata o caput deste artigo em nenhuma hipótese poderá revelar dados pessoais.,vigente,,art_13,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_13_par_2,art_13,parágrafo,§ 2º,"§ 2º O órgão de pesquisa será o responsável pela segurança da informação prevista no caput deste artigo, não permitida, em circunstância alguma, a transferência dos dados a terceiro.",vigente,,art_13,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_13_par_3,art_13,parágrafo,§ 3º,"§ 3º O acesso aos dados de que trata este artigo será objeto de regulamentação por parte da autoridade nacional e das autoridades da área de saúde e sanitárias, no âmbito de suas competências.",vigente,,art_13,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_13_par_4,art_13,parágrafo,§ 4º,"§ 4º Para os efeitos deste artigo, a pseudonimização é o tratamento por meio do qual um dado perde a possibilidade de associação, direta ou indireta, a um indivíduo, senão pelo uso de informação adicional mantida separadamente pelo controlador em ambiente controlado e seguro.",vigente,,art_13,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_14_par_1,art_14,parágrafo,§ 1º,§ 1º O tratamento de dados pessoais de crianças deverá ser realizado com o consentimento específico e em destaque dado por pelo menos um dos pais ou pelo responsável legal.,vigente,,art_14,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_14_par_2,art_14,parágrafo,§ 2º,"§ 2º No tratamento de dados de que trata o § 1º deste artigo, os controladores deverão manter pública a informação sobre os tipos de dados coletados, a forma de sua utilização e os procedimentos para o exercício dos direitos a que se refere o art. 18 desta Lei.",vigente,,art_14,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_14_par_3,art_14,parágrafo,§ 3º,"§ 3º Poderão ser coletados dados pessoais de crianças sem o consentimento a que se refere o § 1º deste artigo quando a coleta for necessária para contatar os pais ou o responsável legal, utilizados uma única vez e sem armazenamento, ou para sua proteção, e em nenhum caso poderão ser repassados a terceiro sem o consentimento de que trata o § 1º deste artigo.",vigente,,art_14,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_14_par_4,art_14,parágrafo,§ 4º,"§ 4º Os controladores não deverão condicionar a participação dos titulares de que trata o § 1º deste artigo em jogos, aplicações de internet ou outras atividades ao fornecimento de informações pessoais além das estritamente necessárias à atividade.",vigente,,art_14,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_14_par_5,art_14,parágrafo,§ 5º,"§ 5º O controlador deve realizar todos os esforços razoáveis para verificar que o consentimento a que se refere o § 1º deste artigo foi dado pelo responsável pela criança, consideradas as tecnologias disponíveis.",vigente,,art_14,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_14_par_6,art_14,parágrafo,§ 6º,"§ 6º As informações sobre o tratamento de dados referidas neste artigo deverão ser fornecidas de maneira simples, clara e acessível, consideradas as características físico-motoras, perceptivas, sensoriais, intelectuais e mentais do usuário, com uso de recursos audiovisuais quando adequado, de forma a proporcionar a informação necessária aos pais ou ao responsável legal e adequada ao entendimento da criança.",vigente,,art_14,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_15_inc_I,art_15,inciso,I,I - verificação de que a finalidade foi alcançada ou de que os dados deixaram de ser necessários ou pertinentes ao alcance da finalidade específica almejada;,vigente,,art_15,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_15_inc_II,art_15,inciso,II,II - fim do período de tratamento;,vigente,,art_15,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_15_inc_III,art_15,inciso,III,"III - comunicação do titular, inclusive no exercício de seu direito de revogação do consentimento conforme disposto no § 5º do art. 8º desta Lei, resguardado o interesse público; ou",vigente,,art_15,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_15_inc_IV,art_15,inciso,IV,"IV - determinação da autoridade nacional, quando houver violação ao disposto nesta Lei.",vigente,,art_15,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_16_inc_I,art_16,inciso,I,I - cumprimento de obrigação legal ou regulatória pelo controlador;,vigente,,art_16,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_16_inc_II,art_16,inciso,II,"II - estudo por órgão de pesquisa, garantida, sempre que possível, a anonimização dos dados pessoais;",vigente,,art_16,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_16_inc_III,art_16,inciso,III,"III - transferência a terceiro, desde que respeitados os requisitos de tratamento de dados dispostos nesta Lei; ou",vigente,,art_16,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_16_inc_IV,art_16,inciso,IV,"IV - uso exclusivo do controlador, vedado seu acesso por terceiro, e desde que anonimizados os dados.",vigente,,art_16,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_I,art_18,inciso,I,I - confirmação da existência de tratamento;,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_II,art_18,inciso,II,II - acesso aos dados;,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_III,art_18,inciso,III,"III - correção de dados incompletos, inexatos ou desatualizados;",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_IV,art_18,inciso,IV,"IV - anonimização, bloqueio ou eliminação de dados desnecessários, excessivos ou tratados em desconformidade com o disposto nesta Lei;",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_V,art_18,inciso,V,"V - portabilidade dos dados a outro fornecedor de serviço ou produto, mediante requisição expressa, de acordo com a regulamentação da autoridade nacional, observados os segredos comercial e industrial; (Inciso com redação dada pela Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso com redação dada pela Lei nº 13.853, de 8/7/2019)",art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_VI,art_18,inciso,VI,"VI - eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei;",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_VII,art_18,inciso,VII,VII - informação das entidades públicas e privadas com as quais o controlador realizou uso compartilhado de dados;,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_VIII,art_18,inciso,VIII,VIII - informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa;,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_inc_IX,art_18,inciso,IX,"IX - revogação do consentimento, nos termos do § 5º do art. 8º desta Lei.",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_1,art_18,parágrafo,§ 1º,§ 1º O titular dos dados pessoais tem o direito de peticionar em relação aos seus dados contra o controlador perante a autoridade nacional.,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_2,art_18,parágrafo,§ 2º,"§ 2º O titular pode opor-se a tratamento realizado com fundamento em uma das hipóteses de dispensa de consentimento, em caso de descumprimento ao disposto nesta Lei.",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_3,art_18,parágrafo,§ 3º,"§ 3º Os direitos previstos neste artigo serão exercidos mediante requerimento expresso do titular ou de representante legalmente constituído, a agente de tratamento.",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_4,art_18,parágrafo,§ 4º,"§ 4º Em caso de impossibilidade de adoção imediata da providência de que trata o § 3º deste artigo, o controlador enviará ao titular resposta em que poderá:",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_4_inc_I,art_18,inciso,I,"I - comunicar que não é agente de tratamento dos dados e indicar, sempre que possível, o agente; ou",vigente,,art_18_par_4,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_4_inc_II,art_18,inciso,II,II - indicar as razões de fato ou de direito que impedem a adoção imediata da providência.,vigente,,art_18_par_4,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_5,art_18,parágrafo,§ 5º,"§ 5º O requerimento referido no § 3º deste artigo será atendido sem custos para o titular, nos prazos e nos termos previstos em regulamento.",vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_6,art_18,parágrafo,§ 6º,"§ 6º O responsável deverá informar, de maneira imediata, aos agentes de tratamento com os quais tenha realizado uso compartilhado de dados a correção, a eliminação, a anonimização ou o bloqueio dos dados, para que repitam idêntico procedimento, exceto nos casos em que esta comunicação seja comprovadamente impossível ou implique esforço desproporcional. (Parágrafo com redação dada pela Lei nº 13.853, de 8/7/2019)",vigente,"(Parágrafo com redação dada pela Lei nº 13.853, de 8/7/2019)",art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_7,art_18,parágrafo,§ 7º,§ 7º A portabilidade dos dados pessoais a que se refere o inciso V do caput deste artigo não inclui dados que já tenham sido anonimizados pelo controlador.,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_18_par_8,art_18,parágrafo,§ 8º,§ 8º O direito a que se refere o § 1º deste artigo também poderá ser exercido perante os organismos de defesa do consumidor.,vigente,,art_18,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_inc_I,art_19,inciso,I,"I - em formato simplificado, imediatamente; ou",vigente,,art_19,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_inc_II,art_19,inciso,II,"II - por meio de declaração clara e completa, que indique a origem dos dados, a inexistência de registro, os critérios utilizados e a finalidade do tratamento, observados os segredos comercial e industrial, fornecida no prazo de até 15 (quinze) dias, contado da data do requerimento do titular.",vigente,,art_19,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_par_1,art_19,parágrafo,§ 1º,§ 1º Os dados pessoais serão armazenados em formato que favoreça o exercício do direito de acesso.,vigente,,art_19,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_par_2,art_19,parágrafo,§ 2º,"§ 2º As informações e os dados poderão ser fornecidos, a critério do titular:",vigente,,art_19,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_par_2_inc_I,art_19,inciso,I,"I - por meio eletrônico, seguro e idôneo para esse fim; ou",vigente,,art_19_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_par_2_inc_II,art_19,inciso,II,II - sob forma impressa.,vigente,,art_19_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_par_3,art_19,parágrafo,§ 3º,"§ 3º Quando o tratamento tiver origem no consentimento do titular ou em contrato, o titular poderá solicitar cópia eletrônica integral de seus dados pessoais, observados os segredos comercial e industrial, nos termos de regulamentação da autoridade nacional, em formato que permita a sua utilização subsequente, inclusive em outras operações de tratamento.",vigente,,art_19,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_19_par_4,art_19,parágrafo,§ 4º,§ 4º A autoridade nacional poderá dispor de forma diferenciada acerca dos prazos previstos nos incisos I e II do caput deste artigo para os setores específicos.,vigente,,art_19,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_20_par_1,art_20,parágrafo,§ 1º,"§ 1º O controlador deverá fornecer, sempre que solicitadas, informações claras e adequadas a respeito dos critérios e dos procedimentos utilizados para a decisão automatizada, observados os segredos comercial e industrial.",vigente,,art_20,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_20_par_2,art_20,parágrafo,§ 2º,"§ 2º Em caso de não oferecimento de informações de que trata o § 1º deste artigo baseado na observância de segredo comercial e industrial, a autoridade nacional poderá realizar auditoria para verificação de aspectos discriminatórios em tratamento automatizado de dados pessoais.",vigente,,art_20,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_20_par_3,art_20,parágrafo,§ 3º,"§ 3º (VETADO na Lei nº 13.853, de 8/7/2019)",vetado,,art_20,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_inc_I,art_23,inciso,I,"I - sejam informadas as hipóteses em que, no exercício de suas competências, realizam o tratamento de dados pessoais, fornecendo informações claras e atualizadas sobre a previsão legal, a finalidade, os procedimentos e as práticas utilizadas para a execução dessas atividades, em veículos de fácil acesso, preferencialmente em seus sítios eletrônicos;",vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_inc_II,art_23,inciso,II,II - (VETADO); e,vetado,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_inc_III,art_23,inciso,III,"III - seja indicado um encarregado quando realizarem operações de tratamento de dados pessoais, nos termos do art. 39 desta Lei; e (Inciso com redação dada pela Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso com redação dada pela Lei nº 13.853, de 8/7/2019)",art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_inc_IV,art_23,inciso,IV,"IV - (Vetado na Lei nº 13.853, de 8/7/2019)",vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_par_1,art_23,parágrafo,§ 1º,§ 1º A autoridade nacional poderá dispor sobre as formas de publicidade das operações de tratamento.,vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_par_2,art_23,parágrafo,§ 2º,"§ 2º O disposto nesta Lei não dispensa as pessoas jurídicas mencionadas no caput deste artigo de instituir as autoridades de que trata a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação).",vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_par_3,art_23,parágrafo,§ 3º,"§ 3º Os prazos e procedimentos para exercício dos direitos do titular perante o Poder Público observarão o disposto em legislação específica, em especial as disposições constantes da Lei nº 9.507, de 12 de novembro de 1997 (Lei do Habeas Data), da Lei nº 9.784, de 29 de janeiro de 1999 (Lei Geral do Processo Administrativo), e da Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação).",vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_par_4,art_23,parágrafo,§ 4º,"§ 4º Os serviços notariais e de registro exercidos em caráter privado, por delegação do Poder Público, terão o mesmo tratamento dispensado às pessoas jurídicas referidas no caput deste artigo, nos termos desta Lei.",vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_23_par_5,art_23,parágrafo,§ 5º,"§ 5º Os órgãos notariais e de registro devem fornecer acesso aos dados por meio eletrônico para a administração pública, tendo em vista as finalidades de que trata o caput deste artigo.",vigente,,art_23,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_24_pu,art_24,parágrafo único,Parágrafo único,"Parágrafo único. As empresas públicas e as sociedades de economia mista, quando estiverem operacionalizando políticas públicas e no âmbito da execução delas, terão o mesmo tratamento dispensado aos órgãos e às entidades do Poder Público, nos termos deste Capítulo.",vigente,,art_24,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_1,art_26,parágrafo,§ 1º,"§ 1º É vedado ao Poder Público transferir a entidades privadas dados pessoais constantes de bases de dados a que tenha acesso, exceto:",vigente,,art_26,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_1_inc_I,art_26,inciso,I,"I - em casos de execução descentralizada de atividade pública que exija a transferência, exclusivamente para esse fim específico e determinado, observado o disposto na Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação);",vigente,,art_26_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_1_inc_II,art_26,inciso,II,II - (VETADO);,vetado,,art_26_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_1_inc_III,art_26,inciso,III,"III - nos casos em que os dados forem acessíveis publicamente, observadas as disposições desta Lei;",vigente,,art_26_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_1_inc_IV,art_26,inciso,IV,"IV - quando houver previsão legal ou a transferência for respaldada em contratos, convênios ou instrumentos congêneres; ou (Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",art_26_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_1_inc_V,art_26,inciso,V,"V - na hipótese de a transferência dos dados objetivar exclusivamente a prevenção de fraudes e irregularidades, ou proteger e resguardar a segurança e a integridade do titular dos dados, desde que vedado o tratamento para outras finalidades. (Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",art_26_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_26_par_2,art_26,parágrafo,§ 2º,§ 2º Os contratos e convênios de que trata o § 1º deste artigo deverão ser comunicados à autoridade nacional.,vigente,,art_26,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_27_inc_I,art_27,inciso,I,I - nas hipóteses de dispensa de consentimento previstas nesta Lei;,vigente,,art_27,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_27_inc_II,art_27,inciso,II,"II - nos casos de uso compartilhado de dados, em que será dada publicidade nos termos do inciso I do caput do art. 23 desta Lei; ou",vigente,,art_27,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_27_inc_III,art_27,inciso,III,III - nas exceções constantes do § 1º do art. 26 desta Lei.,vigente,,art_27,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_27_pu,art_27,parágrafo único,Parágrafo único,"Parágrafo único. A informação à autoridade nacional de que trata o caput deste artigo será objeto de regulamentação. (Parágrafo único acrescido pela Lei nº 13.853, de 8/7/2019)",vigente,"(Parágrafo único acrescido pela Lei nº 13.853, de 8/7/2019)",art_27,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_I,art_33,inciso,I,I - para países ou organismos internacionais que proporcionem grau de proteção de dados pessoais adequado ao previsto nesta Lei;,vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_II,art_33,inciso,II,"II - quando o controlador oferecer e comprovar garantias de cumprimento dos princípios, dos direitos do titular e do regime de proteção de dados previstos nesta Lei, na forma de:",vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_II_ali_a,art_33,alínea,a),a) cláusulas contratuais específicas para determinada transferência;,vigente,,art_33_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_II_ali_b,art_33,alínea,b),b) cláusulas-padrão contratuais;,vigente,,art_33_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_II_ali_c,art_33,alínea,c),c) normas corporativas globais;,vigente,,art_33_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_II_ali_d,art_33,alínea,d),"d) selos, certificados e códigos de conduta regularmente emitidos;",vigente,,art_33_inc_II,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_III,art_33,inciso,III,"III - quando a transferência for necessária para a cooperação jurídica internacional entre órgãos públicos de inteligência, de investigação e de persecução, de acordo com os instrumentos de direito internacional;",vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_IV,art_33,inciso,IV,IV - quando a transferência for necessária para a proteção da vida ou da incolumidade física do titular ou de terceiro;,vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_V,art_33,inciso,V,V - quando a autoridade nacional autorizar a transferência;,vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_VI,art_33,inciso,VI,VI - quando a transferência resultar em compromisso assumido em acordo de cooperação internacional;,vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_VII,art_33,inciso,VII,"VII - quando a transferência for necessária para a execução de política pública ou atribuição legal do serviço público, sendo dada publicidade nos termos do inciso I do caput do art. 23 desta Lei;",vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_VIII,art_33,inciso,VIII,"VIII - quando o titular tiver fornecido o seu consentimento específico e em destaque para a transferência, com informação prévia sobre o caráter internacional da operação, distinguindo claramente esta de outras finalidades; ou",vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_inc_IX,art_33,inciso,IX,"IX - quando necessário para atender as hipóteses previstas nos incisos II, V e VI do art. 7º desta Lei.",vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_33_pu,art_33,parágrafo único,Parágrafo único,"Parágrafo único. Para os fins do inciso I deste artigo, as pessoas jurídicas de direito público referidas no parágrafo único do art. 1º da Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à Informação), no âmbito de suas competências legais, e responsáveis, no âmbito de suas atividades, poderão requerer à autoridade nacional a avaliação do nível de proteção a dados pessoais conferido por país ou organismo internacional.",vigente,,art_33,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_34_inc_I,art_34,inciso,I,I - as normas gerais e setoriais da legislação em vigor no país de destino ou no organismo internacional;,vigente,,art_34,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_34_inc_II,art_34,inciso,II,II - a natureza dos dados;,vigente,,art_34,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_34_inc_III,art_34,inciso,III,III - a observância dos princípios gerais de proteção de dados pessoais e direitos dos titulares previstos nesta Lei;,vigente,,art_34,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_34_inc_IV,art_34,inciso,IV,IV - a adoção de medidas de segurança previstas em regulamento;,vigente,,art_34,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_34_inc_V,art_34,inciso,V,V - a existência de garantias judiciais e institucionais para o respeito aos direitos de proteção de dados pessoais; e,vigente,,art_34,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
