dispositivo_id,artigo_id,tipo,rotulo,texto,status,nota_alteracao,parent_id,parent_type,source_document
art_34_inc_VI,art_34,inciso,VI,VI - outras circunstâncias específicas relativas à transferência.,vigente,,art_34,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_35_par_1,art_35,parágrafo,§ 1º,"§ 1º Para a verificação do disposto no caput deste artigo, deverão ser considerados os requisitos, as condições e as garantias mínimas para a transferência que observem os direitos, as garantias e os princípios desta Lei.",vigente,,art_35,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_35_par_2,art_35,parágrafo,§ 2º,"§ 2º Na análise de cláusulas contratuais, de documentos ou de normas corporativas globais submetidas à aprovação da autoridade nacional, poderão ser requeridas informações suplementares ou realizadas diligências de verificação quanto às operações de tratamento, quando necessário.",vigente,,art_35,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_35_par_3,art_35,parágrafo,§ 3º,"§ 3º A autoridade nacional poderá designar organismos de certificação para a realização do previsto no caput deste artigo, que permanecerão sob sua fiscalização nos termos definidos em regulamento.",vigente,,art_35,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_35_par_4,art_35,parágrafo,§ 4º,"§ 4º Os atos realizados por organismo de certificação poderão ser revistos pela autoridade nacional e, caso em desconformidade com esta Lei, submetidos a revisão ou anulados.",vigente,,art_35,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_35_par_5,art_35,parágrafo,§ 5º,"§ 5º As garantias suficientes de observância dos princípios gerais de proteção e dos direitos do titular referidas no caput deste artigo serão também analisadas de acordo com as medidas técnicas e organizacionais adotadas pelo operador, de acordo com o previsto nos §§ 1º e 2º do art. 46 desta Lei.",vigente,,art_35,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_38_pu,art_38,parágrafo único,Parágrafo único,"Parágrafo único. Observado o disposto no caput deste artigo, o relatório deverá conter, no mínimo, a descrição dos tipos de dados coletados, a metodologia utilizada para a coleta e para a garantia da segurança das informações e a análise do controlador com relação a medidas, salvaguardas e mecanismos de mitigação de risco adotados.",vigente,,art_38,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_1,art_41,parágrafo,§ 1º,"§ 1º A identidade e as informações de contato do encarregado deverão ser divulgadas publicamente, de forma clara e objetiva, preferencialmente no sítio eletrônico do controlador.",vigente,,art_41,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_2,art_41,parágrafo,§ 2º,§ 2º As atividades do encarregado consistem em:,vigente,,art_41,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_2_inc_I,art_41,inciso,I,"I - aceitar reclamações e comunicações dos titulares, prestar esclarecimentos e adotar providências;",vigente,,art_41_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_2_inc_II,art_41,inciso,II,II - receber comunicações da autoridade nacional e adotar providências;,vigente,,art_41_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_2_inc_III,art_41,inciso,III,III - orientar os funcionários e os contratados da entidade a respeito das práticas a serem tomadas em relação à proteção de dados pessoais; e,vigente,,art_41_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_2_inc_IV,art_41,inciso,IV,IV - executar as demais atribuições determinadas pelo controlador ou estabelecidas em normas complementares.,vigente,,art_41_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_3,art_41,parágrafo,§ 3º,"§ 3º A autoridade nacional poderá estabelecer normas complementares sobre a definição e as atribuições do encarregado, inclusive hipóteses de dispensa da necessidade de sua indicação, conforme a natureza e o porte da entidade ou o volume de operações de tratamento de dados.",vigente,,art_41,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_41_par_4,art_41,parágrafo,§ 4º,"§ 4º (Vetado na Lei nº 13.853, de 8/7/2019)",vigente,,art_41,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_42_par_1,art_42,parágrafo,§ 1º,§ 1º A fim de assegurar a efetiva indenização ao titular dos dados:,vigente,,art_42,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_42_par_1_inc_I,art_42,inciso,I,"I - o operador responde solidariamente pelos danos causados pelo tratamento quando descumprir as obrigações da legislação de proteção de dados ou quando não tiver seguido as instruções lícitas do controlador, hipótese em que o operador equipara-se ao controlador, salvo nos casos de exclusão previstos no art. 43 desta Lei;",vigente,,art_42_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_42_par_1_inc_II,art_42,inciso,II,"II - os controladores que estiverem diretamente envolvidos no tratamento do qual decorreram danos ao titular dos dados respondem solidariamente, salvo nos casos de exclusão previstos no art. 43 desta Lei.",vigente,,art_42_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_42_par_2,art_42,parágrafo,§ 2º,"§ 2º O juiz, no processo civil, poderá inverter o ônus da prova a favor do titular dos dados quando, a seu juízo, for verossímil a alegação, houver hipossuficiência para fins de produção de prova ou quando a produção de prova pelo titular resultar-lhe excessivamente onerosa.",vigente,,art_42,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_42_par_3,art_42,parágrafo,§ 3º,"§ 3º As ações de reparação por danos coletivos que tenham por objeto a responsabilização nos termos do caput deste artigo podem ser exercidas coletivamente em juízo, observado o disposto na legislação pertinente.",vigente,,art_42,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_42_par_4,art_42,parágrafo,§ 4º,"§ 4º Aquele que reparar o dano ao titular tem direito de regresso contra os demais responsáveis, na medida de sua participação no evento danoso.",vigente,,art_42,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_43_inc_I,art_43,inciso,I,I - que não realizaram o tratamento de dados pessoais que lhes é atribuído;,vigente,,art_43,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_43_inc_II,art_43,inciso,II,"II - que, embora tenham realizado o tratamento de dados pessoais que lhes é atribuído, não houve violação à legislação de proteção de dados; ou",vigente,,art_43,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_43_inc_III,art_43,inciso,III,III - que o dano é decorrente de culpa exclusiva do titular dos dados ou de terceiro.,vigente,,art_43,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_44_inc_I,art_44,inciso,I,I - o modo pelo qual é realizado;,vigente,,art_44,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_44_inc_II,art_44,inciso,II,II - o resultado e os riscos que razoavelmente dele se esperam;,vigente,,art_44,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_44_inc_III,art_44,inciso,III,III - as técnicas de tratamento de dados pessoais disponíveis à época em que foi realizado.,vigente,,art_44,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_44_pu,art_44,parágrafo único,Parágrafo único,"Parágrafo único. Responde pelos danos decorrentes da violação da segurança dos dados o controlador ou o operador que, ao deixar de adotar as medidas de segurança previstas no art. 46 desta Lei, der causa ao dano.",vigente,,art_44,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_46_par_1,art_46,parágrafo,§ 1º,"§ 1º A autoridade nacional poderá dispor sobre padrões técnicos mínimos para tornar aplicável o disposto no caput deste artigo, considerados a natureza das informações tratadas, as características específicas do tratamento e o estado atual da tecnologia, especialmente no caso de dados pessoais sensíveis, assim como os princípios previstos no caput do art. 6º desta Lei.",vigente,,art_46,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_46_par_2,art_46,parágrafo,§ 2º,§ 2º As medidas de que trata o caput deste artigo deverão ser observadas desde a fase de concepção do produto ou do serviço até a sua execução.,vigente,,art_46,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1,art_48,parágrafo,§ 1º,"§ 1º A comunicação será feita em prazo razoável, conforme definido pela autoridade nacional, e deverá mencionar, no mínimo:",vigente,,art_48,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1_inc_I,art_48,inciso,I,I - a descrição da natureza dos dados pessoais afetados;,vigente,,art_48_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1_inc_II,art_48,inciso,II,II - as informações sobre os titulares envolvidos;,vigente,,art_48_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1_inc_III,art_48,inciso,III,"III - a indicação das medidas técnicas e de segurança utilizadas para a proteção dos dados, observados os segredos comercial e industrial;",vigente,,art_48_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1_inc_IV,art_48,inciso,IV,IV - os riscos relacionados ao incidente;,vigente,,art_48_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1_inc_V,art_48,inciso,V,"V - os motivos da demora, no caso de a comunicação não ter sido imediata; e",vigente,,art_48_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_1_inc_VI,art_48,inciso,VI,VI - as medidas que foram ou que serão adotadas para reverter ou mitigar os efeitos do prejuízo.,vigente,,art_48_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_2,art_48,parágrafo,§ 2º,"§ 2º A autoridade nacional verificará a gravidade do incidente e poderá, caso necessário para a salvaguarda dos direitos dos titulares, determinar ao controlador a adoção de providências, tais como:",vigente,,art_48,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_2_inc_I,art_48,inciso,I,I - ampla divulgação do fato em meios de comunicação; e,vigente,,art_48_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_2_inc_II,art_48,inciso,II,II - medidas para reverter ou mitigar os efeitos do incidente.,vigente,,art_48_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_48_par_3,art_48,parágrafo,§ 3º,"§ 3º No juízo de gravidade do incidente, será avaliada eventual comprovação de que foram adotadas medidas técnicas adequadas que tornem os dados pessoais afetados ininteligíveis, no âmbito e nos limites técnicos de seus serviços, para terceiros não autorizados a acessá-los.",vigente,,art_48,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_1,art_50,parágrafo,§ 1º,"§ 1º Ao estabelecer regras de boas práticas, o controlador e o operador levarão em consideração, em relação ao tratamento e aos dados, a natureza, o escopo, a finalidade e a probabilidade e a gravidade dos riscos e dos benefícios decorrentes de tratamento de dados do titular.",vigente,,art_50,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2,art_50,parágrafo,§ 2º,"§ 2º Na aplicação dos princípios indicados nos incisos VII e VIII do caput do art. 6º desta Lei, o controlador, observados a estrutura, a escala e o volume de suas operações, bem como a sensibilidade dos dados tratados e a probabilidade e a gravidade dos danos para os titulares dos dados, poderá:",vigente,,art_50,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I,art_50,inciso,I,"I - implementar programa de governança em privacidade que, no mínimo:",vigente,,art_50_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_a,art_50,alínea,a),"a) demonstre o comprometimento do controlador em adotar processos e políticas internas que assegurem o cumprimento, de forma abrangente, de normas e boas práticas relativas à proteção de dados pessoais;",vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_b,art_50,alínea,b),"b) seja aplicável a todo o conjunto de dados pessoais que estejam sob seu controle, independentemente do modo como se realizou sua coleta;",vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_c,art_50,alínea,c),"c) seja adaptado à estrutura, à escala e ao volume de suas operações, bem como à sensibilidade dos dados tratados;",vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_d,art_50,alínea,d),d) estabeleça políticas e salvaguardas adequadas com base em processo de avaliação sistemática de impactos e riscos à privacidade;,vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_e,art_50,alínea,e),"e) tenha o objetivo de estabelecer relação de confiança com o titular, por meio de atuação transparente e que assegure mecanismos de participação do titular;",vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_f,art_50,alínea,f),f) esteja integrado a sua estrutura geral de governança e estabeleça e aplique mecanismos de supervisão internos e externos;,vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_g,art_50,alínea,g),g) conte com planos de resposta a incidentes e remediação; e,vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_I_ali_h,art_50,alínea,h),h) seja atualizado constantemente com base em informações obtidas a partir de monitoramento contínuo e avaliações periódicas;,vigente,,art_50_par_2_inc_I,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_2_inc_II,art_50,inciso,II,"II - demonstrar a efetividade de seu programa de governança em privacidade quando apropriado e, em especial, a pedido da autoridade nacional ou de outra entidade responsável por promover o cumprimento de boas práticas ou códigos de conduta, os quais, de forma independente, promovam o cumprimento desta Lei.",vigente,,art_50_par_2,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_50_par_3,art_50,parágrafo,§ 3º,§ 3º As regras de boas práticas e de governança deverão ser publicadas e atualizadas periodicamente e poderão ser reconhecidas e divulgadas pela autoridade nacional.,vigente,,art_50,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_I,art_52,inciso,I,"I - advertência, com indicação de prazo para adoção de medidas corretivas;",vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_II,art_52,inciso,II,"II - multa simples, de até 2% (dois por cento) do faturamento da pessoa jurídica de direito privado, grupo ou conglomerado no Brasil no seu último exercício, excluídos os tributos, limitada, no total, a R$ 50.000.000,00 (cinquenta milhões de reais) por infração;",vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_III,art_52,inciso,III,"III - multa diária, observado o limite total a que se refere o inciso II;",vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_IV,art_52,inciso,IV,IV - publicização da infração após devidamente apurada e confirmada a sua ocorrência;,vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_V,art_52,inciso,V,V - bloqueio dos dados pessoais a que se refere a infração até a sua regularização;,vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_VI,art_52,inciso,VI,VI - eliminação dos dados pessoais a que se refere a infração;,vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_VII,art_52,inciso,VII,VII - (VETADO);,vetado,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_VIII,art_52,inciso,VIII,VIII - (VETADO);,vetado,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_IX,art_52,inciso,IX,IX - (VETADO).,vetado,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_X,art_52,inciso,X,"X - suspensão parcial do funcionamento do banco de dados a que se refere a infração pelo período máximo de 6 (seis) meses, prorrogável por igual período, até a regularização da atividade de tratamento pelo controlador; (Inciso acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",vigente,"(Inciso acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_XI,art_52,inciso,XI,"XI - suspensão do exercício da atividade de tratamento dos dados pessoais a que se refere a infração pelo período máximo de 6 (seis) meses, prorrogável por igual período; (Inciso acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",vigente,"(Inciso acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_inc_XII,art_52,inciso,XII,"XII - proibição parcial ou total do exercício de atividades relacionadas a tratamento de dados. (Inciso acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",vigente,"(Inciso acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1,art_52,parágrafo,§ 1º,"§ 1º As sanções serão aplicadas após procedimento administrativo que possibilite a oportunidade da ampla defesa, de forma gradativa, isolada ou cumulativa, de acordo com as peculiaridades do caso concreto e considerados os seguintes parâmetros e critérios:",vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_I,art_52,inciso,I,I - a gravidade e a natureza das infrações e dos direitos pessoais afetados;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_II,art_52,inciso,II,II - a boa-fé do infrator;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_III,art_52,inciso,III,III - a vantagem auferida ou pretendida pelo infrator;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_IV,art_52,inciso,IV,IV - a condição econômica do infrator;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_V,art_52,inciso,V,V - a reincidência;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_VI,art_52,inciso,VI,VI - o grau do dano;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_VII,art_52,inciso,VII,VII - a cooperação do infrator;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_VIII,art_52,inciso,VIII,"VIII - a adoção reiterada e demonstrada de mecanismos e procedimentos internos capazes de minimizar o dano, voltados ao tratamento seguro e adequado de dados, em consonância com o disposto no inciso II do § 2º do art. 48 desta Lei;",vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_IX,art_52,inciso,IX,IX - a adoção de política de boas práticas e governança;,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_X,art_52,inciso,X,X – a pronta adoção de medidas corretivas; e,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_1_inc_XI,art_52,inciso,XI,XI - a proporcionalidade entre a gravidade da falta e a intensidade da sanção.,vigente,,art_52_par_1,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_2,art_52,parágrafo,§ 2º,"§ 2º O disposto neste artigo não substitui a aplicação de sanções administrativas, civis ou penais definidas na Lei nº 8.078, de 11 de setembro de 1990, e em legislação específica. (Parágrafo com redação dada pela Lei nº 13.853, de 8/7/2019)",vigente,"(Parágrafo com redação dada pela Lei nº 13.853, de 8/7/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_2-A,art_52,parágrafo,§ 2-Aº,"§ 2º-A. (VETADO na Lei nº 15.134, de 6/5/2025)",vetado,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_3,art_52,parágrafo,§ 3º,"§ 3º O disposto nos incisos I, IV, V, VI, X, XI e XII do caput deste artigo poderá ser aplicado às entidades e aos órgãos públicos, sem prejuízo do disposto na Lei nº 8.112, de 11 de dezembro de 1990, na Lei nº 8.429, de 2 de junho de 1992, e na Lei nº 12.527, de 18 de novembro de 2011. (Parágrafo com redação dada pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",vigente,"(Parágrafo com redação dada pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_4,art_52,parágrafo,§ 4º,"§ 4º No cálculo do valor da multa de que trata o inciso II do caput deste artigo, a autoridade nacional poderá considerar o faturamento total da empresa ou grupo de empresas, quando não dispuser do valor do faturamento no ramo de atividade empresarial em que ocorreu a infração, definido pela autoridade nacional, ou quando o valor for apresentado de forma incompleta ou não for demonstrado de forma inequívoca e idônea.",vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_5,art_52,parágrafo,§ 5º,"§ 5º O produto da arrecadação das multas aplicadas pela ANPD, inscritas ou não em dívida ativa, será destinado ao Fundo de Defesa de Direitos Difusos de que tratam o art. 13 da Lei nº 7.347, de 24 de julho de 1985, e a Lei nº 9.008, de 21 de março de 1995. (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019)",vigente,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_6,art_52,parágrafo,§ 6º,"§ 6º As sanções previstas nos incisos X, XI e XII do caput deste artigo serão aplicadas:",vigente,,art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_6_inc_I,art_52,inciso,I,"I - somente após já ter sido imposta ao menos 1 (uma) das sanções de que tratam os incisos II, III, IV, V e VI do caput deste artigo para o mesmo caso concreto; e",vigente,,art_52_par_6,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_6_inc_II,art_52,inciso,II,"II - em caso de controladores submetidos a outros órgãos e entidades com competências sancionatórias, ouvidos esses órgãos. (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",vigente,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado no DOU de 20/12/2019)",art_52_par_6,Dispositivo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_52_par_7,art_52,parágrafo,§ 7º,"§ 7º Os vazamentos individuais ou os acessos não autorizados de que trata o caput do art. 46 desta Lei poderão ser objeto de conciliação direta entre controlador e titular e, caso não haja acordo, o controlador estará sujeito à aplicação das penalidades de que trata este artigo. (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019)",vigente,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019)",art_52,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_53_par_1,art_53,parágrafo,§ 1º,"§ 1º As metodologias a que se refere o caput deste artigo devem ser previamente publicadas, para ciência dos agentes de tratamento, e devem apresentar objetivamente as formas e dosimetrias para o cálculo do valor-base das sanções de multa, que deverão conter fundamentação detalhada de todos os seus elementos, demonstrando a observância dos critérios previstos nesta Lei.",vigente,,art_53,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_53_par_2,art_53,parágrafo,§ 2º,§ 2º O regulamento de sanções e metodologias correspondentes deve estabelecer as circunstâncias e as condições para a adoção de multa simples ou diária.,vigente,,art_53,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_54_pu,art_54,parágrafo único,Parágrafo único,"Parágrafo único. A intimação da sanção de multa diária deverá conter, no mínimo, a descrição da obrigação imposta, o prazo razoável e estipulado pelo órgão para o seu cumprimento e o valor da multa diária a ser aplicada pelo seu descumprimento.",vigente,,art_54,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_55-A_par_1,art_55-A,parágrafo,§ 1º,"§ 1º (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, e revogado pela Medida Provisória nº 1.124, de 13/6/2022, convertida na Lei nº 14.460, de 25/10/2022)",revogado,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, e revogado pela Medida Provisória nº 1.124, de 13/6/2022, convertida na Lei nº 14.460, de 25/10/2022)",art_55-A,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_55-A_par_2,art_55-A,parágrafo,§ 2º,"§ 2º (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, e revogado pela Medida Provisória nº 1.124, de 13/6/2022, convertida na Lei nº 14.460, de 25/10/2022)",revogado,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, e revogado pela Medida Provisória nº 1.124, de 13/6/2022, convertida na Lei nº 14.460, de 25/10/2022)",art_55-A,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_55-A_par_3,art_55-A,parágrafo,§ 3º,"§ 3º (Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, e revogado pela Medida Provisória nº 1.124, de 13/6/2022, convertida na Lei nº 14.460, de 25/10/2022)",revogado,"(Parágrafo acrescido pela Lei nº 13.853, de 8/7/2019, e revogado pela Medida Provisória nº 1.124, de 13/6/2022, convertida na Lei nº 14.460, de 25/10/2022)",art_55-A,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_55-C_inc_I,art_55-C,inciso,I,"I - Conselho Diretor, órgão máximo de direção; (Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",art_55-C,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
art_55-C_inc_II,art_55-C,inciso,II,"II - Conselho Nacional de Proteção de Dados Pessoais e da Privacidade; (Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",vigente,"(Inciso acrescido pela Medida Provisória nº 869, de 27/12/2018, convertida na Lei nº 13.853, de 8/7/2019)",art_55-C,Artigo,lei-13709-14-agosto-2018-787077-normaatualizada-pl.pdf
