Relationship_Type,Source_Node_Type,Source_ID,Target_Node_Type,Target_ID,Properties
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-01,order:1
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-02,order:2
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-03,order:3
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-04,order:4
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-05,order:5
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-06,order:6
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-07,order:7
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-08,order:8
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-09,order:9
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-10,order:10
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-11,order:11
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-12,order:12
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-13,order:13
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-14,order:14
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-15,order:15
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-16,order:16
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-17,order:17
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-18,order:18
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-19,order:19
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-20,order:20
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-21,order:21
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-22,order:22
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-23,order:23
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-24,order:24
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-25,order:25
HAS_PARAGRAPH,Article,ART-004,Paragraph,PARA-004-26,order:26
HAS_PARAGRAPH,Article,ART-005,Paragraph,PARA-005-01,order:1
HAS_PARAGRAPH,Article,ART-005,Paragraph,PARA-005-02,order:2
HAS_PARAGRAPH,Article,ART-006,Paragraph,PARA-006-01,order:1
HAS_PARAGRAPH,Article,ART-006,Paragraph,PARA-006-02,order:2
HAS_PARAGRAPH,Article,ART-006,Paragraph,PARA-006-03,order:3
HAS_PARAGRAPH,Article,ART-006,Paragraph,PARA-006-04,order:4
HAS_PARAGRAPH,Article,ART-009,Paragraph,PARA-009-01,order:1
HAS_PARAGRAPH,Article,ART-009,Paragraph,PARA-009-02,order:2
HAS_PARAGRAPH,Article,ART-009,Paragraph,PARA-009-03,order:3
HAS_PARAGRAPH,Article,ART-009,Paragraph,PARA-009-04,order:4
HAS_PARAGRAPH,Article,ART-013,Paragraph,PARA-013-01,order:1
HAS_PARAGRAPH,Article,ART-013,Paragraph,PARA-013-02,order:2
HAS_PARAGRAPH,Article,ART-015,Paragraph,PARA-015-01,order:1
HAS_PARAGRAPH,Article,ART-015,Paragraph,PARA-015-02,order:2
HAS_PARAGRAPH,Article,ART-015,Paragraph,PARA-015-03,order:3
HAS_PARAGRAPH,Article,ART-015,Paragraph,PARA-015-04,order:4
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-01,order:1
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-02,order:2
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-03,order:3
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-04,order:4
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-05,order:5
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-06,order:6
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-07,order:7
