node_id,node_label,entity_type,legal_definition,primary_duty
PER-001,Person,"Natural person, corporation, association, partnership or other legal entity","A natural person, corporation, association, partnership or other legal entity, other than an agency, executive office, department, board, commission, bureau, division or authority of the Commonwealth, or any of its branches, or any political subdivision thereof.","Every person that owns or licenses personal information about a resident of the Commonwealth shall develop, implement, and maintain a comprehensive information security program"
