node_id,node_label,data_elements,exemptions,encryption_mandates
PI-001,Personal Information,"A Massachusetts resident's first name and last name or first initial and last name in combination with: (a) Social Security number; (b) driver's license number or state-issued identification card number; or (c) financial account number, or credit or debit card number, with or without any required security code, access code, personal identification number or password.","Shall not include information that is lawfully obtained from publicly available information, or from federal, state or local government records lawfully made available to the general public.","Must be encrypted when transmitted across public networks, transmitted wirelessly, or stored on laptops or other portable devices."
