node_id,node_label,physical_form,legal_definition,storage_safeguards
REC-001,Record,"Paper and Electronic","Any material upon which written, drawn, spoken, visual, or electromagnetic information or images are recorded or preserved, regardless of physical form or characteristics.","Requires reasonable restrictions upon physical access to records containing personal information, and storage of such records and data in locked facilities, storage areas or containers."
