node_id,node_label,legal_definition,oversight_requirements
SP-001,Service Provider,"Any person that receives, stores, maintains, processes, or otherwise is permitted access to personal information through its provision of services directly to a person that is subject to 201 CMR 17.00.","Taking reasonable steps to select and retain third-party service providers that are capable of maintaining appropriate security measures... and Requiring such third-party service providers by contract to implement and maintain such appropriate security measures."
