circular_id,title,circular_number,reference_number,date,indian_calendar_date,issuer,addressee,signatory,source_document
RBI-2015-16-418,Cyber Security Framework in Banks,RBI/2015-16/418,DBS.CO/CSITE/BC.11/33.01.001/2015-16,"June 2, 2016","Jyeshtha 12, 1938 (saka)","Reserve Bank of India, Department of Banking Supervision, Central Office",The Chairman/ Managing Director /Chief Executive Officer All Scheduled Commercial Banks (excluding Regional Rural Banks),"(R.Ravikumar), Chief General Manager",KB 2/India/RBI Cybersecurity Framework for Banks.pdf
