annexpreamble_id,annex,text,source_document
ANNEX-1-PREAMBLE,Annex 1,"An indicative but not exhaustive list of requirements to be put in place by banks to achieve baseline cyber-security/resilience is given. This may be evaluated periodically to integrate risks that arise due to newer threats, products or processes. Important security controls for effective cyber security as may be articulated by CERT-In also may be referred. Some of the key points to be kept in mind are:",KB 2/India/RBI Cybersecurity Framework for Banks.pdf
