priorcircular_id,reference,date,description,source_document
PRIOR-1,DBS.CO.ITC.BC.No.6/31.02.008/2010-11,"April 29, 2011","guidelines on Information Security, Electronic Banking, Technology Risk Management and Cyber Frauds (G.Gopalakrishna Committee)",KB 2/India/RBI Cybersecurity Framework for Banks.pdf
