from_id,to_id
CPRA  2.0,1798.1
CPRA  2.0,1798.105
CPRA  2.0,1798.106
CPRA  2.0,1798.11
CPRA  2.0,1798.115
CPRA  2.0,1798.12
CPRA  2.0,1798.121
CPRA  2.0,1798.125
CPRA  2.0,1798.13
CPRA  2.0,1798.135
CPRA  2.0,1798.14
CPRA  2.0,1798.15
CPRA  2.0,1798.155
CPRA  2.0,1798.16
CPRA  2.0,1798.185
CPRA  2.0,1798.199.40
