"from_id","to_id"
"Consumer","Right-to-Know"
"Consumer","Right-to-Delete"
"Consumer","Right-to-Correct"
"Consumer","Right-to-Opt-Out-Sale-Sharing"
"Consumer","Right-to-Limit-SPI"
"Consumer","Right-to-Non-Discrimination"
"Consumer","Right-to-Data-Portability"
