"from_id","to_id"
"1798.110","Right-to-Know"
"1798.105","Right-to-Delete"
"1798.106","Right-to-Correct"
"1798.120","Right-to-Opt-Out-Sale-Sharing"
"1798.121","Right-to-Limit-SPI"
"1798.125","Right-to-Non-Discrimination"
"1798.130","Right-to-Data-Portability"
