framework_id,name,version,currency,publisher,url,source_document
FW-ATTACK-ENT,MITRE ATT&CK ENTERPRISE FRAMEWORK,v15,current as of April 2024,MITRE,attack.mitre.o,KB 2/USA/Mitre Att&ck.pdf
