instrument_id,title,short_title,jurisdiction,promulgated_by,promulgation_place,promulgation_date_hijri,promulgation_date_gregorian,approving_bodies,language_note,source_document
BH-PDPL-2018,Law No. (30) of 2018 with Respect to Personal Data Protection Law,Personal Data Protection Law,Kingdom of Bahrain,"We, Hamad Bin Issa Al Khalifa, the King of the Kingdom of Bahrain",Riffa Palace,28/10/1439 A.H.,12/07/2018 A.D.,The Shura Council and the Council of Representatives have approved the following Law which we hereby endorse and promulgate:,English translation,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
