notice_id,name,description,section_id
PN-VCDPA-CONTROLLER,VCDPA Controller Privacy Notice,"Controllers shall provide consumers with a reasonably accessible, clear, and meaningful privacy notice that includes: 1. The categories of personal data processed by the controller; 2. The purpose for processing personal data; 3. How consumers may exercise their consumer rights pursuant to § 59.1-577, including how a consumer may appeal a controller's decision with regard to the consumer's request; 4. The categories of personal data that the controller shares with third parties, if any; and 5. The categories of third parties, if any, with whom the controller shares personal data (§ 59.1-578(C)). The controller shall also describe in the privacy notice its secure and reliable means for submitting rights requests (§ 59.1-578(E)) and, where applicable, disclose sale and targeted advertising processing and the manner of opting out (§ 59.1-578(D)).",59.1-578
