processor_role_id,subcontractor_role_id,authorization_type,notification_required,description
PROCESSOR,PROCESSOR,written_contract,true,A processor shall engage any subcontractor pursuant to a written contract in accordance with § 59.1-579(C) that requires the subcontractor to meet the obligations of the processor with respect to the personal data (§ 59.1-579(B)(5)).
