public_id,description
PUB-1,"Information that is lawfully made available through federal, state, or local government records, or information that a business has a reasonable basis to believe is lawfully made available to the general public through widely distributed media, by the consumer, or by a person to whom the consumer has disclosed the information, unless the consumer has restricted the information to a specific audience (§ 59.1-575). Publicly available information is excluded from the definition of personal data."
