contract_id,name,effective_date,status,required_terms
DPA-STATUTORY-579B,Controller-Processor Contract Required by § 59.1-579(B),,Required by statute,"Binding contract clearly setting forth instructions for processing data; the nature and purpose of processing; the type of data subject to processing; the duration of processing; and the rights and obligations of both parties. The contract shall also require that the processor: (1) ensure that each person processing personal data is subject to a duty of confidentiality with respect to the data; (2) at the controller's direction, delete or return all personal data to the controller as requested at the end of the provision of services, unless retention is required by law; (3) upon reasonable request, make available to the controller all information in its possession necessary to demonstrate compliance with the obligations in this chapter; (4) allow and cooperate with reasonable assessments by the controller or its designated assessor, or arrange a qualified independent assessor and provide a report of such assessment on request; and (5) engage any subcontractor pursuant to a written contract that requires the subcontractor to meet the obligations of the processor with respect to the personal data."
