injunction_id,description
INJ-001,"Where a controller or processor continues to violate this chapter following the cure period or breaches an express written statement, the Attorney General may initiate an action in the name of the Commonwealth and may seek an injunction to restrain any violations of this chapter (§ 59.1-584(C))."
