provision_id,article_number,label,level,text,source_document
ART_64_P8,64,64(8),paragraph,"Depending on the legal system of the Member States, the rules on administrative fines may be applied in such a manner that the fines are imposed by competent national courts or other bodies according to the competences established at national level in those Member States. The application of such rules in those Member States shall have an equivalent effect.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P9,64,64(9),paragraph,"Administrative fines may be imposed, depending on the circumstances of each individual case, in addition to any other corrective or restrictive measures applied by the market surveillance authorities for the same infringement.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P10,64,64(10),paragraph,"By way of derogation from paragraphs 3 to 9, the administrative fines referred to in those paragraphs shall not apply to the following:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P10_a,64,64(10)(a),point,"manufacturers that qualify as microenterprises or small enterprises with regard to any failure to meet the deadline referred to in Article 14(2), point (a), or Article 14(4), point (a);",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_64_P10_b,64,64(10)(b),point,any infringement of this Regulation by open-source software stewards.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_65_S1,65,65 introductory wording,unnumbered,"Directive (EU) 2020/1828 shall apply to the representative actions brought against infringements by economic operators of provisions of this Regulation that harm, or may harm, the collective interests of consumers.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_66_S1,66,66 introductory wording,unnumbered,"In Annex I to Regulation (EU) 2019/1020, the following point is added:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_66_S2,66,66 unnumbered paragraph 2,unnumbered,‘72. Regulation (EU) 2024/2847 of the European Parliament and of the Council (*).,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_66_S3,66,66 unnumbered paragraph 3,unnumbered,"(*) Regulation (EU) 2024/2847 of the European Parliament and of the Council of 23 October 2024 on horizontal cybersecurity requirements for products with digital elements and amending Regulations (EU) No 168/2013 and (EU) No 2019/1020 and Directive (EU) 2020/1828 (Cyber Resilience Act) (OJ L, 2024/2847, 20.11.2024, ELI: http://data. europa.eu/eli/reg/2024/2847/oj).’.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_67_S1,67,67 introductory wording,unnumbered,"In Annex I to Directive (EU) 2020/1828, the following point is added:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_67_S2,67,67 unnumbered paragraph 2,unnumbered,‘69. Regulation (EU) 2024/2847 of the European Parliament and of the Council (*).,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_67_S3,67,67 unnumbered paragraph 3,unnumbered,"(*) Regulation (EU) 2024/2847 of the European Parliament and of the Council of 23 October 2024 on horizontal cybersecurity requirements for products with digital elements and amending Regulations (EU) No 168/2013 and (EU) No 2019/1020 and Directive (EU) 2020/1828 (Cyber Resilience Act) (OJ L, 2024/2847, 20.11.2024, ELI: http://data. europa.eu/eli/reg/2024/2847/oj).’.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_68_S1,68,68 introductory wording,unnumbered,"In Part C1, in the table, of Annex II to Regulation (EU) No 168/2013 of the European Parliament and of the Council (38), the following entry is added:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_68_S2,68,68 unnumbered paragraph 2,unnumbered,‘,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_68_S3,68,68 unnumbered paragraph 3,unnumbered,16 18 protection of vehicle against x x x x x x x x x x x x x x cyberattacks,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_68_S4,68,68 unnumbered paragraph 4,unnumbered,’.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_69_P1,69,69(1),paragraph,"EU type-examination certificates and approval decisions issued regarding cybersecurity requirements for products with digital elements that are subject to Union harmonisation legislation other than this Regulation shall remain valid until 11 June 2028, unless they expire before that date, or unless otherwise specified in such other Union harmonisation legislation, in which case they shall remain valid as referred to in that legislation.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_69_P2,69,69(2),paragraph,"Products with digital elements that have been placed on the market before 11 December 2027 shall be subject to the requirements set out in this Regulation only if, from that date, those products are subject to a substantial modification.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_69_P3,69,69(3),paragraph,"By way of derogation from paragraph 2 of this Article, the obligations laid down in Article 14 shall apply to all products with digital elements that fall within the scope of this Regulation that have been placed on the market before 11 December 2027.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_70_P1,70,70(1),paragraph,"By 11 December 2030 and every four years thereafter, the Commission shall submit a report on the evaluation and review of this Regulation to the European Parliament and to the Council. Those reports shall be made public.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_70_P2,70,70(2),paragraph,"By 11 September 2028, the Commission shall, after consulting ENISA and the CSIRTs network, submit a report to the European Parliament and to the Council, assessing the effectiveness of the single reporting platform set out in Article 16, as well as the impact of the application of the cybersecurity-related grounds referred to Article 16(2) by the CSIRTs designated as coordinators on the effectiveness of the single reporting platform as regards the timely dissemination of received notifications to other relevant CSIRTs.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_71_P1,71,71(1),paragraph,This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union.,KB 2/Europe/EU Cyber Resilience Act.pdf
