regulation_id,identifier,title,short_title,date_of_adoption,date_of_publication,date_of_application,eli,source_document
REG_2024_2847,Regulation (EU) 2024/2847,REGULATION (EU) 2024/2847 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 23 October 2024 on horizontal cybersecurity requirements for products with digital elements and amending Regulations (EU) No 168/2013 and (EU) No 2019/1020 and Directive (EU) 2020/1828 (Cyber Resilience Act),Cyber Resilience Act,23 October 2024,20.11.2024,11 December 2027,http://data.europa.eu/eli/reg/2024/2847/oj,KB 2/Europe/EU Cyber Resilience Act.pdf
