source_id,target_id,rel_type,citation
ART_32_P1_c,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_32_P2,ANNEX_III,REFERENCES_ANNEX,Annex III
ART_32_P2,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_32_P2_a,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_32_P2_b,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_32_P3,ANNEX_III,REFERENCES_ANNEX,Annex III
ART_32_P3,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_32_P3_a,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_32_P3_b,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_32_P4,ANNEX_IV,REFERENCES_ANNEX,Annex IV
ART_32_P4,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_32_P5,ANNEX_III,REFERENCES_ANNEX,Annex III
ART_32_P5,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_33_P5,ANNEX_VII,REFERENCES_ANNEX,Annex VII
ART_39_P6,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_39_P7_c,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_39_P10,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_47_P1,ANNEX_VIII,REFERENCES_ANNEX,Annex VIII
ART_47_P4,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_53_S1,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_54_P6_a,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_64_P2,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_66_S1,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_67_S1,ANNEX_I,REFERENCES_ANNEX,Annex I
ART_68_S1,ANNEX_II,REFERENCES_ANNEX,Annex II
ANNEX_II_8_e,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_II_8_f,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_II_8_f,ANNEX_VII,REFERENCES_ANNEX,Annex VII
ANNEX_VII_1_d,ANNEX_II,REFERENCES_ANNEX,Annex II
ANNEX_VII_3,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VII_5,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VII_6,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VII_8,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartI_1,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartI_2,ANNEX_VII,REFERENCES_ANNEX,Annex VII
ANNEX_VIII_PartI_3,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_1,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_3_3_3,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_3_3_3,ANNEX_VII,REFERENCES_ANNEX,Annex VII
ANNEX_VIII_PartII_4_4_1,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_4_4_3,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_4_4_4,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_6,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_7,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartII_8,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIII_1,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIII_2,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIV_1,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIV_3_3_1_b,ANNEX_VII,REFERENCES_ANNEX,Annex VII
ANNEX_VIII_PartIV_3_3_2,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIV_3_3_2_b,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIV_3_3_2_c,ANNEX_I,REFERENCES_ANNEX,Annex I
ANNEX_VIII_PartIV_5_5_1,ANNEX_I,REFERENCES_ANNEX,Annex I
