source_id,target_id,rel_type,source_document
S-6,SCH1-4.1,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-6,SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-6.1,SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-6.1,SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.3,SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.3,SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-39,SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-49,SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-51,SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-2(2),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-2(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-4(1.1),SCH-4,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-5(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-5(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(1),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(2),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(3),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(3),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(4),SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(4),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(5),SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(5),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.1(2),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.1(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.1(3),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.1(3),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.2(1),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.2(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.2(2),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.2(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.4(1),SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.4(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.4(2),SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.4(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-8(1),SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-8(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-8(8),SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-8(8),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(1),SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(2.4),SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(2.4),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(3),SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(3),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.2(3),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.2(3),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.2(4),SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.2(4),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-11(1),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-11(1),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-11(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-14(1),SCH1-4.1.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-14(1),SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-14(1),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-14(1),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-14(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17(2),SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17(2),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17.1(1),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17.1(1),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17.1(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-18(1),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-18(1),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-18(1),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27(1),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27(1),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.2(2)(a)(iii),SCH1-4.3.8,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7.2(2)(a)(iii),SCH-1,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-16(a),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-16(a),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-24(c),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-24(c),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-26(2)(c),SCH-4,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27.1(1)(a),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27.1(1)(a),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27.1(1)(b),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27.1(1)(b),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27.1(1)(c),DIV-1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-27.1(1)(c),DIV-1.1,REFERENCES_DIVISION,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-38(b),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-40(a),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-41(a),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-42(a),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-43(a),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-44(c),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-45(b),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-46(b),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-47(a),SCH-2,REFERENCES_SCHEDULE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.2.1,SCH1-4.8,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.2.1,SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.2.2,SCH1-4.4,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.2.4,SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.2.6,SCH1-4.4,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.2.6,SCH1-4.5,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.4.1,SCH1-4.8,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.4.3,SCH1-4.2,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.4.3,SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.5.1,SCH1-4.2.1,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.5.4,SCH1-4.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.5.4,SCH1-4.2,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.5.4,SCH1-4.9,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.7.2,SCH1-4.3.4,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.7.5,SCH1-4.5.3,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
SCH1-4.10.1,SCH1-4.1.1,REFERENCES_CLAUSE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
