source_id,target_id,rel_type,source_document
S-8(3),DL-1,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(2.3),DL-2,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.1(2),DL-3,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.1(6),DL-4,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-10.2(2),DL-5,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-11(3),DL-6,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-12.1(4),DL-7,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-13(1),DL-8,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-13(3),DL-9,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-14(2),DL-10,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17(1),DL-11,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-17.2(3),DL-12,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-18(3),DL-13,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-25(1),DL-14,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-29(1),DL-15,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-29(2),DL-16,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-4.1(2)(c),DL-17,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(3)(d.4),DL-18,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-7(3)(e),DL-19,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-8(4)(a),DL-20,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(2.2)(a),DL-21,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-9(2.4)(b),DL-22,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
S-15(a),DL-23,STATES_DEADLINE,KB 2/Canada/Personal Information Protection and Electronic Documents Act.pdf
