sancion_id,texto,limite_maximo,plazo,clausula_id,articulo_id,source_document
SANC-a,Multas de carácter personal e institucional hasta por el equivalente de dos mil (2.000) salarios mínimos mensuales legales vigentes al momento de la imposición de la sanción. Las multas podrán ser sucesivas mientras subsista el incumplimiento que las originó;,dos mil (2.000) salarios mínimos mensuales legales vigentes al momento de la imposición de la sanción,,ART-23-LIT-a,ART-23,KB 2/South America/Ley_1581_de_2012.pdf
SANC-b,Suspensión de las actividades relacionadas con el Tratamiento hasta por un término de seis (6) meses. En el acto de suspensión se indicarán los correctivos que se deberán adoptar;,,seis (6) meses,ART-23-LIT-b,ART-23,KB 2/South America/Ley_1581_de_2012.pdf
SANC-c,Cierre temporal de las operaciones relacionadas con el Tratamiento una vez transcurrido el término de suspensión sin que se hubieren adoptado los correctivos ordenados por la Superintendencia de Industria y Comercio;,,,ART-23-LIT-c,ART-23,KB 2/South America/Ley_1581_de_2012.pdf
SANC-d,Cierre inmediato y definitivo de la operación que involucre el Tratamiento de datos sensibles;,,,ART-23-LIT-d,ART-23,KB 2/South America/Ley_1581_de_2012.pdf
