instrumento_id,titulo_oficial,fecha,epigrafe,expedida_por,notas,publicacion,source_document
LEY-1581-2012,LEY ESTATUTARIA 1581 DE 2012,(Octubre 17),Por la cual se dictan disposiciones generales para la protección de datos personales.,EL CONGRESO DE COLOMBIA,"Reglamentada parcialmente por el Decreto Nacional 1377 de 2013, Reglamentada Parcialmente por el Decreto 1081 de 2015. Ver sentencia C-748 de 2011. Ver Decreto 255 de 2022.",Publicada en el Diario Oficial 48587 de octubre 18 de 2012.,KB 2/South America/Ley_1581_de_2012.pdf
