deber_id,sujeto,texto,clausula_id,articulo_id,source_document
DEB-17-a,Responsable del Tratamiento,"Garantizar al Titular, en todo tiempo, el pleno y efectivo ejercicio del derecho de hábeas data;",ART-17-LIT-a,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-b,Responsable del Tratamiento,"Solicitar y conservar, en las condiciones previstas en la presente ley, copia de la respectiva autorización otorgada por el Titular;",ART-17-LIT-b,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-c,Responsable del Tratamiento,Informar debidamente al Titular sobre la finalidad de la recolección y los derechos que le asisten por virtud de la autorización otorgada;,ART-17-LIT-c,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-d,Responsable del Tratamiento,"Conservar la información bajo las condiciones de seguridad necesarias para impedir su adulteración, pérdida, consulta, uso o acceso no autorizado o fraudulento;",ART-17-LIT-d,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-e,Responsable del Tratamiento,"Garantizar que la información que se suministre al Encargado del Tratamiento sea veraz, completa, exacta, actualizada, comprobable y comprensible;",ART-17-LIT-e,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-f,Responsable del Tratamiento,"Actualizar la información, comunicando de forma oportuna al Encargado del Tratamiento, todas las novedades respecto de los datos que previamente le haya suministrado y adoptar las demás medidas necesarias para que la información suministrada a este se mantenga actualizada;",ART-17-LIT-f,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-g,Responsable del Tratamiento,Rectificar la información cuando sea incorrecta y comunicar lo pertinente al Encargado del Tratamiento;,ART-17-LIT-g,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-h,Responsable del Tratamiento,"Suministrar al Encargado del Tratamiento, según el caso, únicamente datos cuyo Tratamiento esté previamente autorizado de conformidad con lo previsto en la presente ley;",ART-17-LIT-h,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-i,Responsable del Tratamiento,"Exigir al Encargado del Tratamiento en todo momento, el respeto a las condiciones de seguridad y privacidad de la información del Titular;",ART-17-LIT-i,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-j,Responsable del Tratamiento,Tramitar las consultas y reclamos formulados en los términos señalados en la presente ley;,ART-17-LIT-j,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
