start_id,end_id,relationship_type,order
article_5,paragraph_5_1,CONTAINS_PARAGRAPH,1
article_5,paragraph_5_2,CONTAINS_PARAGRAPH,2
article_6,paragraph_6_1,CONTAINS_PARAGRAPH,1
article_28,paragraph_28_3,CONTAINS_PARAGRAPH,1
article_32,paragraph_32_1,CONTAINS_PARAGRAPH,1
