start_id,end_id,relationship_type
article_5,concept_accountability,DEFINES_RESPONSIBILITY
article_24,concept_accountability,DEFINES_RESPONSIBILITY
article_28,concept_accountability,DEFINES_RESPONSIBILITY
article_30,concept_accountability,DEFINES_RESPONSIBILITY
