Relationship_Type,Source_Node_Type,Source_ID,Target_Node_Type,Target_ID,Properties
CONTAINS_ARTICLE,Chapter,CH-01,Article,ART-001,order:1
CONTAINS_ARTICLE,Chapter,CH-01,Article,ART-002,order:2
CONTAINS_ARTICLE,Chapter,CH-01,Article,ART-003,order:3
CONTAINS_ARTICLE,Chapter,CH-01,Article,ART-004,order:4
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-005,order:1
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-006,order:2
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-007,order:3
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-008,order:4
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-009,order:5
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-010,order:6
CONTAINS_ARTICLE,Chapter,CH-02,Article,ART-011,order:7
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-012,order:1
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-013,order:2
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-014,order:3
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-015,order:4
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-016,order:5
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-017,order:6
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-018,order:7
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-019,order:8
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-020,order:9
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-021,order:10
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-022,order:11
CONTAINS_ARTICLE,Chapter,CH-03,Article,ART-023,order:12
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-024,order:1
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-025,order:2
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-026,order:3
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-027,order:4
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-028,order:5
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-029,order:6
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-030,order:7
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-031,order:8
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-032,order:9
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-033,order:10
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-034,order:11
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-035,order:12
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-036,order:13
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-037,order:14
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-038,order:15
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-039,order:16
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-040,order:17
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-041,order:18
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-042,order:19
CONTAINS_ARTICLE,Chapter,CH-04,Article,ART-043,order:20
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-044,order:1
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-045,order:2
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-046,order:3
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-047,order:4
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-048,order:5
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-049,order:6
CONTAINS_ARTICLE,Chapter,CH-05,Article,ART-050,order:7
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-051,order:1
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-052,order:2
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-053,order:3
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-054,order:4
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-055,order:5
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-056,order:6
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-057,order:7
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-058,order:8
CONTAINS_ARTICLE,Chapter,CH-06,Article,ART-059,order:9
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-060,order:1
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-061,order:2
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-062,order:3
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-063,order:4
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-064,order:5
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-065,order:6
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-066,order:7
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-067,order:8
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-068,order:9
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-069,order:10
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-070,order:11
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-071,order:12
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-072,order:13
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-073,order:14
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-074,order:15
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-075,order:16
CONTAINS_ARTICLE,Chapter,CH-07,Article,ART-076,order:17
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-077,order:1
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-078,order:2
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-079,order:3
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-080,order:4
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-081,order:5
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-082,order:6
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-083,order:7
CONTAINS_ARTICLE,Chapter,CH-08,Article,ART-084,order:8
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-085,order:1
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-086,order:2
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-087,order:3
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-088,order:4
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-089,order:5
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-090,order:6
CONTAINS_ARTICLE,Chapter,CH-09,Article,ART-091,order:7
CONTAINS_ARTICLE,Chapter,CH-10,Article,ART-092,order:1
CONTAINS_ARTICLE,Chapter,CH-10,Article,ART-093,order:2
CONTAINS_ARTICLE,Chapter,CH-11,Article,ART-094,order:1
CONTAINS_ARTICLE,Chapter,CH-11,Article,ART-095,order:2
CONTAINS_ARTICLE,Chapter,CH-11,Article,ART-096,order:3
CONTAINS_ARTICLE,Chapter,CH-11,Article,ART-097,order:4
CONTAINS_ARTICLE,Chapter,CH-11,Article,ART-098,order:5
CONTAINS_ARTICLE,Chapter,CH-11,Article,ART-099,order:6
