start_id,end_id,relationship_type,order
article_5,paragraph_5_1,CONTAINS_PARAGRAPH,1
article_5,paragraph_5_2,CONTAINS_PARAGRAPH,2
article_28,paragraph_28_3_a,CONTAINS_PARAGRAPH,1
