regulation_id,name,citation,version,status,effective_date,jurisdiction,description
dpdpa 1.0,"Digital Personal Data Protection Act, 2023",Act No. 22 of 2023,1,Active,04-08-2023,India,Comprehensive framework for processing digital personal data in India
