law_id,title,jurisdiction,order_number,adopting_body,adoption_date,promulgation_text,effective_date,chapter_count,article_count,language_of_text,source_document
PIPL,Personal Information Protection Law of the People's Republic of China,People's Republic of China,Chairman's Order No. 91,Standing Committee of the 13th National People's Congress,"August 20, 2021","The ""Personal Information Protection Law of the People's Republic of China"" was adopted by the 30th meeting of the Standing Committee of the 13th National People's Congress of the People's Republic of China on August 20, 2021, is hereby promulgated, and shall come into force as of November 1, 2021.","November 1, 2021",8,74,English translation,KB 2/China/Personal Information Protection Law.pdf
