instrument_id,title,version,publisher,effective_date,copyright,source_document
CE-IT-INFRA-V3-3,Cyber Essentials: Requirements for IT Infrastructure v3.3,v3.3,NCSC,April 2026,All material is UK Crown Copyright. April 2026,KB 2/Europe/cyber-essentials-requirements-for-it-infrastructure-v3-3.pdf
