part_id,part_number,article_id,text,source_document
article_16_part_4,4,article_16,"Controllers are obliged to consider an objection as specified in part 3 of this article within thirty days from the date of receiving it, and to notify the data subject of the results of consideration of such objection (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_17_part_1,1,article_17,"If a data subject believes that a controller is not processing their personal data in compliance with the requirements of this Federal Law or is otherwise violating their rights and liberties, the data subject is entitled to appeal the actions or inaction of the controller to the authorized body for the protection of the rights of data subjects or through court procedures.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_17_part_2,2,article_17,"Data subjects are entitled to protection of their rights and legal interests, including the right to reimbursement for losses and (or) compensation for psychological damage, through court procedures.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_1,1,article_18,"When collecting personal data, controllers are obliged to provide to the data subject, at their request, the information stipulated in part 7 of article 14 of this Federal Law.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_2,2,article_18,"If the provision of personal data is compulsory in accordance with federal laws, the controller is obliged to explain to the data subject the legal consequences of refusing to provide their personal data.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_3,3,article_18,"If personal data have not been obtained from the data subject, the contractor is obliged to provide the following information to the data subject prior to processing the personal data, with the exception of the cases stipulated in part 4 of this article:","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_4,4,article_18,Controllers are exempt from the obligation to provide the information specified in part 3 of this article to a data subject if:,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_5,5,article_18,"When collecting personal data, including through the information and telecommunications network the Internet, the controller is obliged to ensure the recording, arrangement, accumulation, storage, rectification (updating, changing), and extraction of personal data of citizens of the Russian Federation using databases located within the territory of the Russian Federation, with the exception of the cases specified in clauses 2, 3, 4, 8 of part 1 of article 6 of this Federal Law (part 5 introduced by Federal Law dated July 21, 2014 N 242-FZ - Legislation Bulletin of the Russian Federation, 2014, N 30, art. 4243). (Article 18 ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701)","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1,1,article_18_1,"Controllers are obliged to take the necessary and sufficient measures to ensure the fulfillment of the obligations stipulated in this Federal Law and regulatory legal acts adopted in accordance with this Federal Law. Controllers shall independently determine the composition and range of necessary and sufficient measures to ensure the fulfillment of the obligations stipulated in this Federal Law and regulatory legal acts adopted in accordance with this Federal Law, unless otherwise stipulated by this Federal Law or other federal laws. Such measures include, in particular:","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_2,2,article_18_1,"Controllers are obliged to publish or otherwise provide unlimited access to the document defining their policies on the processing of personal data and information in relation to the requirements to be fulfilled concerning the protection of personal data. Controllers that collect personal data using data networks are obliged to publish in the relevant data network a document defining their policies on the processing of personal data and information in relation to the requirements to be fulfilled concerning the protection of personal data, and to make that document available through the relevant data network.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_3,3,article_18_1,The Government of the Russian Federation shall establish a range of measures aimed at ensuring the obligations stipulated by this Federal Law and the regulatory legal acts adopted in accordance with this Federal Law are fulfilled by controllers that are state or municipal bodies.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_4,4,article_18_1,"Controllers are obliged to submit the documents and local laws specified in part 1 of this article and (or) to provide other evidence for adoption of the measures specified in part 1 of this article upon the request of the authorized body for the protection of the rights of data subjects. (Article 18.1 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701)","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_1,1,article_19,"When processing data, controllers are obliged to take or arrange the adoption of the necessary legal, organizational and technical measures to protect personal data against the unlawful or accidental access, destruction, alteration, blocking, copying, provision, or dissemination of personal data, and against other unlawful actions in relation to personal data.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2,2,article_19,"The security of personal data shall be attained, in particular by:","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_3,3,article_19,"Taking into account the potential damage to a data subject, extent and content of the personal data being processed, type of activity in the context of which the personal data are processed, and any threats to the security of personal data, the Government of the Russian Federation shall establish:","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_4,4,article_19,"The composition and content of the organizational and technical measures for ensuring the security of personal data during processing in personal data information systems necessary to fulfill the personal data protection requirements, specified by the Government of the Russian Federation in accordance with part 3 of this article, for each level of protection shall be established by the federal executive body for security and the federal executive body for technical counter-intelligence and the technical protection of information, within the scope of their powers.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_5,5,article_19,"The federal executive bodies that conduct functions involving the formulation of state policy and statutory regulation in a designated sphere of activity, state government bodies of constituent entities of the Russian Federation, the Bank of Russia, bodies of state non-budgetary funds, and other state bodies shall, within the scope of their powers, adopt regulatory legal acts that identify threats to the security of personal data in connection with the processing of personal data in personal data information systems used in particular types of activity, taking into account the content of personal data and the nature and methods of their processing.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_6,6,article_19,"In addition to threats to the security of personal data that are identified in the regulatory legal acts adopted in accordance with part 5 of this article, associations, unions and other consortia of controllers are entitled to issue decisions identifying further threats to the security of personal data in connection with personal data processing in personal data information systems used in particular types of activity by members of such associations, unions and other consortia of controllers, taking into account the content of personal data and the nature and methods of their processing.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_7,7,article_19,Drafts of regulatory legal acts as specified in part 5 of this article are subject to agreement with the federal executive body for technical counter- intelligence and the technical protection of information. Drafts of decisions as specified in part 6 of this article are subject to agreement with the federal executive body for technical counter-intelligence and the technical protection of information in accordance with the procedure established by the Government of the Russian Federation. A decision of the federal executive body for technical counter-intelligence and the technical protection of information not to approve the drafts of decisions as specified in part 6 of this article must be substantiated.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_8,8,article_19,"Control and supervision of the fulfillment of the organizational and technical measures for ensuring the security of personal data established in accordance with this article for the processing of personal data in state personal data information systems shall be exercised by the federal executive body for security and the federal executive body for technical counter- intelligence and the technical protection of information, within the scope of their powers and without the right to inspect the personal data processed in the personal data information systems.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_9,9,article_19,"In consideration of the importance and content of processed personal data, the federal executive body for security and the federal executive body for technical counter-intelligence and the technical protection of information may be vested, by decision of the Government of the Russian Federation, with monitoring fulfillment of the organizational and technical measures for ensuring the security of personal data established in accordance with this article with regard to the processing of personal data in personal data information systems used in the context of particular activities and that are not state personal data information systems, without the right to inspect the personal data processed in the personal data information systems.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_10,10,article_19,"Biometric personal data may be used and stored outside personal data information systems only on physical data storage media and with the use of storage technology that ensures the protection of such data against unlawful or accidental access, destruction, alteration, blocking, copying, provision and dissemination.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_11,11,article_19,"For the purposes of this article, threats to the security of personal data are understood to mean any conditions and factors that pose danger of unauthorized, including accidental, access to personal data that may result in the destruction, alteration, blocking, copying, provision or dissemination of personal data, or other unlawful actions relating to the processing of such personal data in a personal data information system. The level of protection for personal data is understood to mean any indicator that reflects the requirements to be met in order to neutralize identified threats to the security of personal data during processing in personal data information systems. (Article 19 ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701)","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_20_part_1,1,article_20,"Controllers are obliged to communicate information on the existence of personal data relating to a data subject to such data subject or their representative, in the manner stipulated by article 14 of this Federal Law, and to make such personal data available for inspection upon the application from the data subject or their representative within thirty days from the date of receipt of a request from the data subject or their representative.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_20_part_2,2,article_20,"In the event of refusal to provide information on the existence of personal data on the relevant data subject or personal data to a data subject or their representative upon application or receipt of a request from the data subject or their representative, controllers are obliged to give a substantiated response in writing that contains reference to the provision in part 8 of article 14 of this Federal Law, or another federal law, that gives the grounds for such refusal within a period not exceeding thirty days from the date of the application of the data subject or their representative or from the date of receipt of a request from the data subject or their representative.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_20_part_3,3,article_20,"Controllers are obliged to make personal data relating to the relevant data subject available for inspection by such data subject or their representative free of charge. Controllers are obliged to make the necessary amendments to personal data within a period not exceeding seven working days from the date a data subject or their representative submits evidence that such personal data are incomplete, inaccurate or out-of-date. Controllers are obliged to destroy personal data within a period not exceeding seven working days from the date a data subject or their representative submits evidence that such personal data were unlawfully obtained or are not needed for the stated purpose of processing. Contractors are obliged to notify the data subject or their representative of the amendments made and measures taken, and to take reasonable measures to notify third parties to which the personal data of such data subject have been transferred.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_20_part_4,4,article_20,"Controllers are obliged, upon the request of the authorized body for the protection of the rights of data subjects, to supply the necessary information to such body within thirty days from the date of receipt of such request. (Article 20 ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701)","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_21_part_1,1,article_21,"In the event that personal data are found to be unlawfully processed, controllers are obliged to block unlawfully processed personal data relating to a data subject or to arrange for them to be blocked (if the processing of personal data is conducted by another entity acting on the instructions of the controller) upon the application of such data subject or their representative, or upon the request of such data subject, their representative, or the authorized body for the protection of the rights of data subjects, from the moment of such application or receipt of such request for the period required for inspection. In the event that personal data are found to be inaccurate, controllers are obliged to block inaccurate personal data relating to a data subject or to arrange for them to be blocked (if the processing of personal data is conducted by another entity acting on the instructions of the controller) upon the application of such data subject or their representative, or upon the request of such data subject, their representative, or the authorized body for the protection of the rights of data subjects, from the moment of such application or receipt of such request for the period required for inspection, provided that blocking of the personal data does not violate the rights and legal interests of the data subject or third parties.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_21_part_2,2,article_21,"In the event that personal data are confirmed as inaccurate and on the basis of the information submitted by the data subject, their representative, or the authorized body for the protection of the rights of data subjects, or other necessary documents, controllers are obliged to rectify the personal data or to arrange for them to be rectified (if the processing of personal data is conducted by another entity acting on the instructions of the controller) within seven working days from the date of submission of such information and to remove the block on the personal data.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_21_part_3,3,article_21,"If it is discovered that personal data are being unlawfully processed by a controller or entity acting on the instructions of a controller, the controller is obliged to terminate the unlawful processing of the personal data or to arrange for the unlawful processing of the personal data to be terminated by the entity acting on the instructions of the controller within a period not exceeding three working days from the date of such discovery. If it is not possible for the processing of personal data to be made lawful, the controller is obliged to destroy such personal data or to arrange for them to be destroyed within a period not exceeding ten working days from the date of discovery of the unlawful processing of personal data. Controllers are obliged to send notification to the data subject or their representative regarding the rectification of the violations committed or the destruction of the personal data and, if an application of the data subject or their representative or request of the authorized body for the protection of the rights of data subjects were sent by the authorized body for the protection of the rights of data subjects, to such body.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_21_part_4,4,article_21,"If the purpose of the processing of personal data has been attained, controllers are obliged to cease the processing of personal data or arrange for it to be terminated (if the processing of personal data is conducted by another entity acting on the instructions of the controller) and to destroy the personal data or arrange for them to be destroyed (if the processing of personal data is conducted by another entity acting on the instructions of the controller) within a period not exceeding thirty days from the date of attaining the purpose for which the personal data were processed, unless otherwise stipulated by an agreement under which the data subject is a beneficiary or guarantor or by another agreement between the controller and the data subject, or unless the controller has the right to process the personal data without the consent of the data subject on the grounds stipulated in this Federal Law or other federal laws.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_21_part_5,5,article_21,"If a data subject withdraws their consent to the processing of their personal data, controllers are obliged to cease the processing of the personal data or arrange for it to be terminated (if the processing of personal data is conducted by another entity acting on the instructions of the controller) and, if the personal data no longer needs to be kept for the purpose of the processing of the personal data, to destroy the personal data or arrange for them to be destroyed (if the processing of personal data is conducted by another entity acting on the instructions of the controller) within a period not exceeding thirty days from the date of receipt of the above-mentioned withdrawal, unless otherwise stipulated by an agreement under which the data subject is a beneficiary or guarantor or by another agreement between the controller and the data subject, or unless the controller has the right to process the personal data without the consent of the data subject on the grounds stipulated in this Federal Law or other federal laws.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_21_part_6,6,article_21,"If it is not possible for the personal data to be destroyed within the time period specified in parts 3 to 5 of this article, the controller shall block the personal data or arrange for them to be blocked (if the processing of personal data is conducted by another entity acting on the instructions of the controller) and ensure that the personal data are destroyed within a period not exceeding six months, unless a different time period is stipulated by federal laws. (Article 21 ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701)","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_1,1,article_22,"Prior to commencing the processing of personal data, controllers are obliged to notify the authorized body for the protection of the rights of data subjects of their intention to conduct the processing of personal data, with the exception of the instances stipulated by part 2 of this article.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2,2,article_22,Controllers are entitled to conduct the processing of personal data without notifying the authorized body for the protection of the rights of data subjects if:,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3,3,article_22,"The notification specified in part 1 of this article shall be sent in the form of a paper document or in the form of an electronic document and shall be signed by an authorized person. The notification must contain the following information (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701):","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_4,4,article_22,"The authorized body for the protection of the rights of data subjects shall enter in the register of controllers the details specified in part 3 of this article and details of the date on which the notification was sent, within thirty days from the date of receipt of the notification of the processing of personal data. Information contained in the register of controllers, with the exception of information concerning means of ensuring the security of personal data when they are being processed, shall be publicly available.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_5,5,article_22,"Controllers may not be charged for expenses incurred in connection with inspection of a notification of the processing of personal data by the authorized body for the protection of the rights of data subjects, or in connection with the entry of the details in the register of controllers.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_6,6,article_22,"As specified in part 3 of this article, if the details supplied are found to be incomplete or inaccurate, the authorized body for the protection of the rights of data subjects is entitled to demand that the controller rectify the details supplied before they are entered in the register of controllers.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_7,7,article_22,"If changes are made to the information specified in part 3 of this article or the processing of personal data is terminated, the controller is obliged to notify the authorized body for the protection of the rights of data subjects within ten working days from the date of such changes or from the date on which the processing of personal data ceases (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_1,1,article_22_1,Controllers that are legal entities shall appoint an individual responsible for organizing the processing of personal data.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_2,2,article_22_1,The individual responsible for organizing the processing of personal data shall receive instructions directly from the executive body of the controller organization and is accountable to such body.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_3,3,article_22_1,Controllers are obliged to give the information specified in part 3 of article 22 of this Federal Law to the individual responsible for organizing the processing of personal data.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_4,4,article_22_1,"The individual responsible for organizing the processing of personal data is obliged, in particular:","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_1,1,article_23,"The authorized body for the protection of the rights of data subjects responsible for providing control and supervision over the compliance of the processing of personal data with the requirements of this Federal Law is the federal executive body for personal data (ed. Federal Law dated February 22, 2017 N 16-FZ - Legislation Bulletin of the Russian Federation, 2017, N 9, art.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_1_1,1.1,article_23,"The authorized body for the protection of the rights of data subjects shall ensure, organize and conduct state control and supervision over the compliance of the processing of personal data with the requirements of this Federal Law and the adopted regulatory legal acts (state control and supervision of the processing of personal data). The procedure for organizing and conducting inspections of legal entities and independent entrepreneurs that are controllers by the authorized body for the protection of the rights of data subjects and the procedure for organizing and exercising state control and supervision over the processing of personal data by other entities that are controllers are established by the Government of the Russian Federation (part 1.1 introduced by Federal Law dated February 22, 2017 N 16-FZ - Legislation Bulletin of the Russian Federation, 2017, N 9, art. 1276).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_2,2,article_23,"The authorized body for the protection of the rights of data subjects shall examine claims submitted by data subjects concerning the compliance of the content of personal data and the methods of their processing with the purpose for which they are processed, and shall make an appropriate decision.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3,3,article_23,The authorized body for the protection of the rights of data subjects is entitled to:,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_4,4,article_23,The confidentiality of personal data is ensured with regard to personal data that have become known to the authorized body for the protection of the rights of data subjects in the course of its activities.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5,5,article_23,The authorized body for the protection of the rights of data subjects is obliged to:,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_1,5.1,article_23,"The authorized body for the protection of the rights of data subjects shall cooperate with authorized bodies for the protection of the rights of data subjects in foreign states, and in particular shall engage in the international exchange of information relating to the protection of the rights of data subjects and approve a list of foreign states that provide adequate protection for the rights of data subjects (part 5.1 introduced by Federal Law dated July 25, 2011, N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_6,6,article_23,The decisions of the authorized body for the protection of the rights of data subjects may be appealed through the courts.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_7,7,article_23,"The authorized body for the protection of the rights of data subjects shall send a report on its activities on an annual basis to the President of the Russian Federation, the Government of the Russian Federation, and the Federal Assembly of the Russian Federation. That report shall be published in the mass media.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_8,8,article_23,The authorized body for the protection of the rights of data subjects shall be financed from federal budget resources.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_9,9,article_23,"A voluntary advisory board shall be created under the authorized body for the protection of the rights of data subjects, the procedure for the formation and procedures for the activities of which shall be determined by the authorized body for the protection of the rights of data subjects.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_24_part_1,1,article_24,"Entities guilty of violating the requirements of this Federal Law shall carry the liability stipulated by the legislation of the Russian Federation (ed. introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_24_part_2,2,article_24,"Psychological damage caused to a data subject as a result of violation of their rights or violation of the rules for the processing of personal data as established by this Federal Law and the requirements relating to the protection of personal data established in accordance with this Federal Law shall be compensated in accordance with the legislation of the Russian Federation. Compensation for psychological damage shall be provided irrespective of compensation for any material damage and losses suffered by the data subject (part 2 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_25_part_1,1,article_25,This Federal Law shall enter into force upon the expiration of one hundred eighty days after the day of its official publication.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_25_part_2,2,article_25,"After the day of the entry into force of this Federal Law, the processing of personal data included in personal data information systems prior to the day of its entry into force shall be conducted in accordance with this Federal Law.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_25_part_2_1,2.1,article_25,"Controllers that conducted the processing of personal data prior to July 1, 2011 are obliged to submit the information specified in clauses 5, 7.1, 10 and 11 of part 3 of article 22 of this Federal Law to the authorized body for the protection of the rights of data subjects no later than January 1, 2013 (part 2.1 introduced by Federal Law dated July 25, 2011, N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_25_part_3,3,article_25,"(Part 3 ceased to be in force under Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701)","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_25_part_4,4,article_25,"Controllers that conduct the processing of personal data prior to the entry into force of this Federal Law and continue to conduct such processing after its entry into force are obliged, with the exception of the cases stipulated by part 2 of article 22 of this Federal Law, to send the notification specified in part 3 of article 22 of this Federal Law to the authorized body for the protection of the rights of data subjects no later than January 1, 2008.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_25_part_5,5,article_25,"Matters relating to the processing of personal data conducted by state bodies, legal entities or private entities in the provision of state and municipal services and the performance of state and municipal functions in a constituent entity of the Russian Federation in Moscow, a city of federal importance, are governed by this Federal Law, unless otherwise stipulated by the Federal Law “On the peculiarities of regulating certain legal relations in connection with the affiliation of constituent entities of the Russian Federation to Moscow, a city of federal importance, and on the introduction of amendments to certain legislative acts of the Russian Federation” (part 5 introduced by Federal Law dated April 5, 2013 N 43-FZ - Legislation Bulletin of the Russian Federation, 2013, N 14, art. 1651).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
