law_id,official_name,number,date_adopted,adopted_by_state_duma,approved_by_federal_council,place_and_date_of_signature,translation_status,source_document
law_152_fz,RUSSIAN FEDERATION FEDERAL LAW ON PERSONAL DATA,N 152-FZ,"July 27, 2006","July 8, 2006","July 14, 2006","Moscow, Kremlin July 27, 2006",Unofficial translation. This translation is provided for reference purposes only and without any warranty or representation regarding its accuracy or completeness.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
