source_id,target_id,rel_type,article_number
REG_CH_1,REG_ART_1,HAS_ARTICLE,1
REG_CH_1,REG_ART_2,HAS_ARTICLE,2
REG_CH_1,REG_ART_3,HAS_ARTICLE,3
REG_CH_1,REG_ART_4,HAS_ARTICLE,4
REG_CH_1,REG_ART_5,HAS_ARTICLE,5
REG_CH_1,REG_ART_6,HAS_ARTICLE,6
REG_CH_1,REG_ART_7,HAS_ARTICLE,7
REG_CH_1,REG_ART_8,HAS_ARTICLE,8
REG_CH_2,REG_ART_9,HAS_ARTICLE,9
REG_CH_2,REG_ART_10,HAS_ARTICLE,10
REG_CH_2,REG_ART_11,HAS_ARTICLE,11
REG_CH_2,REG_ART_12,HAS_ARTICLE,12
REG_CH_2,REG_ART_13,HAS_ARTICLE,13
REG_CH_2,REG_ART_14,HAS_ARTICLE,14
REG_CH_2,REG_ART_15,HAS_ARTICLE,15
REG_CH_2,REG_ART_16,HAS_ARTICLE,16
REG_CH_2,REG_ART_17,HAS_ARTICLE,17
REG_CH_2,REG_ART_18,HAS_ARTICLE,18
REG_CH_2,REG_ART_19,HAS_ARTICLE,19
REG_CH_2,REG_ART_20,HAS_ARTICLE,20
REG_CH_2,REG_ART_21,HAS_ARTICLE,21
REG_CH_2,REG_ART_22,HAS_ARTICLE,22
REG_CH_2,REG_ART_23,HAS_ARTICLE,23
REG_CH_2,REG_ART_24,HAS_ARTICLE,24
REG_CH_2,REG_ART_25,HAS_ARTICLE,25
REG_CH_2,REG_ART_26,HAS_ARTICLE,26
REG_CH_2,REG_ART_27,HAS_ARTICLE,27
REG_CH_2,REG_ART_28,HAS_ARTICLE,28
REG_CH_2,REG_ART_29,HAS_ARTICLE,29
REG_CH_2,REG_ART_30,HAS_ARTICLE,30
REG_CH_2,REG_ART_31,HAS_ARTICLE,31
REG_CH_2,REG_ART_32,HAS_ARTICLE,32
REG_CH_2,REG_ART_33,HAS_ARTICLE,33
REG_CH_2,REG_ART_34,HAS_ARTICLE,34
REG_CH_2,REG_ART_35,HAS_ARTICLE,35
REG_CH_2,REG_ART_36,HAS_ARTICLE,36
REG_CH_2,REG_ART_37,HAS_ARTICLE,37
REG_CH_2,REG_ART_38,HAS_ARTICLE,38
REG_CH_2,REG_ART_39,HAS_ARTICLE,39
REG_CH_2,REG_ART_40,HAS_ARTICLE,40
REG_CH_2,REG_ART_41,HAS_ARTICLE,41
REG_CH_2,REG_ART_42,HAS_ARTICLE,42
REG_CH_2,REG_ART_43,HAS_ARTICLE,43
REG_CH_2,REG_ART_44,HAS_ARTICLE,44
REG_CH_2,REG_ART_45,HAS_ARTICLE,45
REG_CH_2,REG_ART_46,HAS_ARTICLE,46
REG_CH_2,REG_ART_47,HAS_ARTICLE,47
REG_CH_2,REG_ART_48,HAS_ARTICLE,48
REG_CH_2,REG_ART_49,HAS_ARTICLE,49
REG_CH_2,REG_ART_50,HAS_ARTICLE,50
REG_CH_2,REG_ART_51,HAS_ARTICLE,51
REG_CH_2,REG_ART_52,HAS_ARTICLE,52
REG_CH_2,REG_ART_53,HAS_ARTICLE,53
REG_CH_2,REG_ART_54,HAS_ARTICLE,54
REG_CH_2,REG_ART_55,HAS_ARTICLE,55
REG_CH_2,REG_ART_56,HAS_ARTICLE,56
REG_CH_3,REG_ART_57,HAS_ARTICLE,57
REG_CH_3,REG_ART_58,HAS_ARTICLE,58
REG_CH_3,REG_ART_59,HAS_ARTICLE,59
REG_CH_3,REG_ART_60,HAS_ARTICLE,60
REG_CH_3,REG_ART_61,HAS_ARTICLE,61
REG_CH_3,REG_ART_62,HAS_ARTICLE,62
REG_CH_3,REG_ART_63,HAS_ARTICLE,63
REG_CH_3,REG_ART_64,HAS_ARTICLE,64
REG_CH_3,REG_ART_65,HAS_ARTICLE,65
REG_CH_3,REG_ART_66,HAS_ARTICLE,66
REG_CH_4,REG_ART_67,HAS_ARTICLE,67
REG_CH_4,REG_ART_68,HAS_ARTICLE,68
REG_CH_4,REG_ART_69,HAS_ARTICLE,69
REG_CH_4,REG_ART_70,HAS_ARTICLE,70
REG_CH_4,REG_ART_71,HAS_ARTICLE,71
REG_CH_4,REG_ART_72,HAS_ARTICLE,72
REG_CH_4,REG_ART_73,HAS_ARTICLE,73
REG_CH_4,REG_ART_74,HAS_ARTICLE,74
REG_CH_4,REG_ART_75,HAS_ARTICLE,75
REG_CH_4,REG_ART_76,HAS_ARTICLE,76
REG_CH_5,REG_ART_77,HAS_ARTICLE,77
REG_CH_5,REG_ART_78,HAS_ARTICLE,78
REG_CH_6,REG_ART_79,HAS_ARTICLE,79
REG_CH_6,REG_ART_80,HAS_ARTICLE,80
REG_CH_6,REG_ART_81,HAS_ARTICLE,81
REG_CH_6,REG_ART_82,HAS_ARTICLE,82
REG_CH_6,REG_ART_83,HAS_ARTICLE,83
REG_CH_6,REG_ART_84,HAS_ARTICLE,84
REG_CH_6,REG_ART_85,HAS_ARTICLE,85
REG_CH_6,REG_ART_86,HAS_ARTICLE,86
REG_CH_7,REG_ART_87,HAS_ARTICLE,87
REG_CH_7,REG_ART_88,HAS_ARTICLE,88
REG_CH_7,REG_ART_89,HAS_ARTICLE,89
REG_CH_7,REG_ART_90,HAS_ARTICLE,90
REG_CH_7,REG_ART_91,HAS_ARTICLE,91
REG_CH_7,REG_ART_92,HAS_ARTICLE,92
REG_CH_7,REG_ART_93,HAS_ARTICLE,93
REG_CH_7,REG_ART_94,HAS_ARTICLE,94
REG_CH_7,REG_ART_95,HAS_ARTICLE,95
REG_CH_7,REG_ART_96,HAS_ARTICLE,96
REG_CH_7,REG_ART_97,HAS_ARTICLE,97
REG_CH_7,REG_ART_98,HAS_ARTICLE,98
REG_CH_7,REG_ART_99,HAS_ARTICLE,99
REG_CH_7,REG_ART_100,HAS_ARTICLE,100
REG_CH_7,REG_ART_101,HAS_ARTICLE,101
REG_CH_7,REG_ART_102,HAS_ARTICLE,102
REG_CH_7,REG_ART_103,HAS_ARTICLE,103
REG_CH_7,REG_ART_104,HAS_ARTICLE,104
REG_CH_7,REG_ART_105,HAS_ARTICLE,105
REG_CH_7,REG_ART_106,HAS_ARTICLE,106
REG_CH_7,REG_ART_107,HAS_ARTICLE,107
REG_CH_7,REG_ART_108,HAS_ARTICLE,108
REG_CH_7,REG_ART_109,HAS_ARTICLE,109
REG_CH_7,REG_ART_110,HAS_ARTICLE,110
REG_CH_7,REG_ART_111,HAS_ARTICLE,111
REG_CH_7,REG_ART_112,HAS_ARTICLE,112
REG_CH_8,REG_ART_113,HAS_ARTICLE,113
REG_CH_8,REG_ART_114,HAS_ARTICLE,114
REG_CH_8,REG_ART_115,HAS_ARTICLE,115
REG_CH_8,REG_ART_116,HAS_ARTICLE,116
REG_CH_8,REG_ART_117,HAS_ARTICLE,117
REG_CH_8,REG_ART_118,HAS_ARTICLE,118
REG_CH_8,REG_ART_119,HAS_ARTICLE,119
REG_CH_8,REG_ART_120,HAS_ARTICLE,120
REG_CH_8,REG_ART_121,HAS_ARTICLE,121
REG_CH_8,REG_ART_122,HAS_ARTICLE,122
REG_CH_8,REG_ART_123,HAS_ARTICLE,123
REG_CH_8,REG_ART_124,HAS_ARTICLE,124
REG_CH_8,REG_ART_125,HAS_ARTICLE,125
REG_CH_8,REG_ART_126,HAS_ARTICLE,126
REG_CH_8,REG_ART_127,HAS_ARTICLE,127
REG_CH_9,REG_ART_128,HAS_ARTICLE,128
REG_CH_9,REG_ART_129,HAS_ARTICLE,129
REG_CH_9,REG_ART_130,HAS_ARTICLE,130
REG_CH_9,REG_ART_131,HAS_ARTICLE,131
REG_CH_9,REG_ART_132,HAS_ARTICLE,132
REG_CH_9,REG_ART_133,HAS_ARTICLE,133
REG_CH_9,REG_ART_134,HAS_ARTICLE,134
REG_CH_9,REG_ART_135,HAS_ARTICLE,135
REG_CH_9,REG_ART_136,HAS_ARTICLE,136
REG_CH_9,REG_ART_137,HAS_ARTICLE,137
REG_CH_9,REG_ART_138,HAS_ARTICLE,138
REG_CH_9,REG_ART_139,HAS_ARTICLE,139
REG_CH_10,REG_ART_140,HAS_ARTICLE,140
REG_CH_10,REG_ART_141,HAS_ARTICLE,141
REG_CH_10,REG_ART_142,HAS_ARTICLE,142
REG_CH_10,REG_ART_143,HAS_ARTICLE,143
REG_CH_10,REG_ART_144,HAS_ARTICLE,144
