source_id,target_id,rel_type,clause_type
LAW_ART_1,LAW_ART_1_P1,HAS_CLAUSE,paragraph
LAW_ART_1,LAW_ART_1_P2,HAS_CLAUSE,paragraph
LAW_ART_1,LAW_ART_1_F_I,HAS_CLAUSE,fraction
LAW_ART_1,LAW_ART_1_F_II,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_P1,HAS_CLAUSE,paragraph
LAW_ART_2,LAW_ART_2_F_I,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_II,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_III,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_IV,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_V,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_VI,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_VII,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_VIII,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_IX,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_X,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XI,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XII,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XIII,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XIV,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XV,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XVI,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XVII,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XVIII,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XIX,HAS_CLAUSE,fraction
LAW_ART_2,LAW_ART_2_F_XX,HAS_CLAUSE,fraction
LAW_ART_3,LAW_ART_3_P1,HAS_CLAUSE,paragraph
LAW_ART_4,LAW_ART_4_P1,HAS_CLAUSE,paragraph
LAW_ART_4,LAW_ART_4_P2,HAS_CLAUSE,paragraph
LAW_ART_5,LAW_ART_5_P1,HAS_CLAUSE,paragraph
LAW_ART_6,LAW_ART_6_P1,HAS_CLAUSE,paragraph
LAW_ART_6,LAW_ART_6_P2,HAS_CLAUSE,paragraph
LAW_ART_7,LAW_ART_7_P1,HAS_CLAUSE,paragraph
LAW_ART_7,LAW_ART_7_P2,HAS_CLAUSE,paragraph
LAW_ART_7,LAW_ART_7_P3,HAS_CLAUSE,paragraph
LAW_ART_7,LAW_ART_7_P4,HAS_CLAUSE,paragraph
LAW_ART_7,LAW_ART_7_P5,HAS_CLAUSE,paragraph
LAW_ART_7,LAW_ART_7_P6,HAS_CLAUSE,paragraph
LAW_ART_8,LAW_ART_8_P1,HAS_CLAUSE,paragraph
LAW_ART_8,LAW_ART_8_P2,HAS_CLAUSE,paragraph
LAW_ART_9,LAW_ART_9_P1,HAS_CLAUSE,paragraph
LAW_ART_9,LAW_ART_9_F_I,HAS_CLAUSE,fraction
LAW_ART_9,LAW_ART_9_F_II,HAS_CLAUSE,fraction
LAW_ART_9,LAW_ART_9_F_III,HAS_CLAUSE,fraction
LAW_ART_9,LAW_ART_9_F_IV,HAS_CLAUSE,fraction
LAW_ART_9,LAW_ART_9_F_V,HAS_CLAUSE,fraction
LAW_ART_9,LAW_ART_9_F_VI,HAS_CLAUSE,fraction
