regulation_id,title,published,issuing_body,purpose,enacting_clause,source_document
REG_LFPDPPP_2011,REGULATIONS TO THE FEDERAL LAW ON THE PROTECTION OF PERSONAL DATA HELD BY PRIVATE PARTIES,"Wednesday, December 21, 2011 FEDERAL OFFICIAL GAZETTE (Third Section)",EXECUTIVE BRANCH MINISTRY OF THE ECONOMY,The purpose of this law is to regulate the provisions of the Federal Law on the Protection of Personal Data Held by Private Parties.,"In the margin, a seal with the National Coat of Arms that reads: United Mexican States.- Office of the President of the Republic. FELIPE DE JESUS CALDERÓN HINOJOSA, President of the United Mexican States, in the exercise of the power vested in me by Article 89(I) of the Constitution of the United Mexican States, pursuant to Article 34 of the Federal Public Administration Organizational Law and Articles 3(X), 18, last paragraph, 45, last paragraph, 46, second paragraph, 54, last paragraph, 60, last paragraph, and 62, last paragraph, of the Law on the Protection of Personal Data Held by Private Parties, hereby issues the following:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
