source_id,target_id,rel_type,order
REG_LFPDPPP_2011,REG_CH_1,HAS_CHAPTER,1
REG_LFPDPPP_2011,REG_CH_2,HAS_CHAPTER,2
REG_LFPDPPP_2011,REG_CH_3,HAS_CHAPTER,3
REG_LFPDPPP_2011,REG_CH_4,HAS_CHAPTER,4
REG_LFPDPPP_2011,REG_CH_5,HAS_CHAPTER,5
REG_LFPDPPP_2011,REG_CH_6,HAS_CHAPTER,6
REG_LFPDPPP_2011,REG_CH_7,HAS_CHAPTER,7
REG_LFPDPPP_2011,REG_CH_8,HAS_CHAPTER,8
REG_LFPDPPP_2011,REG_CH_9,HAS_CHAPTER,9
REG_LFPDPPP_2011,REG_CH_10,HAS_CHAPTER,10
