source_id,target_id,rel_type,clause_type
REG_ART_1,REG_ART_1_P1,HAS_CLAUSE,paragraph
REG_ART_2,REG_ART_2_P1,HAS_CLAUSE,paragraph
REG_ART_2,REG_ART_2_F_I,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_II,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_III,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_IV,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_V,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_VI,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_VI_a,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VI_b,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VI_c,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VI_d,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VII,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_VII_a,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VII_b,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VII_c,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VII_d,HAS_CLAUSE,subparagraph
REG_ART_2,REG_ART_2_F_VIII,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_IX,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_X,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_XI,HAS_CLAUSE,fraction
REG_ART_2,REG_ART_2_F_XII,HAS_CLAUSE,fraction
REG_ART_3,REG_ART_3_P1,HAS_CLAUSE,paragraph
REG_ART_3,REG_ART_3_P2,HAS_CLAUSE,paragraph
REG_ART_3,REG_ART_3_P3,HAS_CLAUSE,paragraph
REG_ART_4,REG_ART_4_P1,HAS_CLAUSE,paragraph
REG_ART_4,REG_ART_4_F_I,HAS_CLAUSE,fraction
REG_ART_4,REG_ART_4_F_II,HAS_CLAUSE,fraction
REG_ART_4,REG_ART_4_F_III,HAS_CLAUSE,fraction
REG_ART_4,REG_ART_4_F_IV,HAS_CLAUSE,fraction
REG_ART_4,REG_ART_4_P2,HAS_CLAUSE,paragraph
REG_ART_4,REG_ART_4_P3,HAS_CLAUSE,paragraph
REG_ART_4,REG_ART_4_P4,HAS_CLAUSE,paragraph
REG_ART_5,REG_ART_5_P1,HAS_CLAUSE,paragraph
REG_ART_5,REG_ART_5_F_I,HAS_CLAUSE,fraction
REG_ART_5,REG_ART_5_F_II,HAS_CLAUSE,fraction
REG_ART_5,REG_ART_5_F_III,HAS_CLAUSE,fraction
REG_ART_6,REG_ART_6_P1,HAS_CLAUSE,paragraph
REG_ART_7,REG_ART_7_P1,HAS_CLAUSE,paragraph
REG_ART_7,REG_ART_7_F_I,HAS_CLAUSE,fraction
REG_ART_7,REG_ART_7_F_II,HAS_CLAUSE,fraction
REG_ART_7,REG_ART_7_F_III,HAS_CLAUSE,fraction
REG_ART_7,REG_ART_7_F_IV,HAS_CLAUSE,fraction
REG_ART_7,REG_ART_7_P2,HAS_CLAUSE,paragraph
REG_ART_7,REG_ART_7_P3,HAS_CLAUSE,paragraph
REG_ART_7,REG_ART_7_P4,HAS_CLAUSE,paragraph
REG_ART_8,REG_ART_8_P1,HAS_CLAUSE,paragraph
REG_ART_9,REG_ART_9_P1,HAS_CLAUSE,paragraph
REG_ART_9,REG_ART_9_F_I,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_II,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_III,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_IV,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_V,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_VI,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_VII,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_F_VIII,HAS_CLAUSE,fraction
REG_ART_9,REG_ART_9_P2,HAS_CLAUSE,paragraph
REG_ART_10,REG_ART_10_P1,HAS_CLAUSE,paragraph
REG_ART_11,REG_ART_11_P1,HAS_CLAUSE,paragraph
REG_ART_11,REG_ART_11_P2,HAS_CLAUSE,paragraph
REG_ART_12,REG_ART_12_P1,HAS_CLAUSE,paragraph
REG_ART_12,REG_ART_12_F_I,HAS_CLAUSE,fraction
REG_ART_12,REG_ART_12_F_II,HAS_CLAUSE,fraction
REG_ART_12,REG_ART_12_F_III,HAS_CLAUSE,fraction
REG_ART_12,REG_ART_12_P2,HAS_CLAUSE,paragraph
REG_ART_13,REG_ART_13_P1,HAS_CLAUSE,paragraph
REG_ART_14,REG_ART_14_P1,HAS_CLAUSE,paragraph
REG_ART_14,REG_ART_14_P2,HAS_CLAUSE,paragraph
REG_ART_14,REG_ART_14_P3,HAS_CLAUSE,paragraph
REG_ART_15,REG_ART_15_P1,HAS_CLAUSE,paragraph
REG_ART_15,REG_ART_15_F_I,HAS_CLAUSE,fraction
REG_ART_15,REG_ART_15_F_II,HAS_CLAUSE,fraction
REG_ART_15,REG_ART_15_F_III,HAS_CLAUSE,fraction
REG_ART_15,REG_ART_15_F_IV,HAS_CLAUSE,fraction
REG_ART_15,REG_ART_15_F_V,HAS_CLAUSE,fraction
REG_ART_16,REG_ART_16_P1,HAS_CLAUSE,paragraph
REG_ART_17,REG_ART_17_P1,HAS_CLAUSE,paragraph
REG_ART_17,REG_ART_17_P2,HAS_CLAUSE,paragraph
REG_ART_18,REG_ART_18_P1,HAS_CLAUSE,paragraph
REG_ART_19,REG_ART_19_P1,HAS_CLAUSE,paragraph
REG_ART_20,REG_ART_20_P1,HAS_CLAUSE,paragraph
REG_ART_21,REG_ART_21_P1,HAS_CLAUSE,paragraph
REG_ART_21,REG_ART_21_P2,HAS_CLAUSE,paragraph
REG_ART_21,REG_ART_21_P3,HAS_CLAUSE,paragraph
REG_ART_21,REG_ART_21_P4,HAS_CLAUSE,paragraph
REG_ART_22,REG_ART_22_P1,HAS_CLAUSE,paragraph
REG_ART_23,REG_ART_23_P1,HAS_CLAUSE,paragraph
REG_ART_24,REG_ART_24_P1,HAS_CLAUSE,paragraph
REG_ART_25,REG_ART_25_P1,HAS_CLAUSE,paragraph
REG_ART_26,REG_ART_26_P1,HAS_CLAUSE,paragraph
REG_ART_27,REG_ART_27_P1,HAS_CLAUSE,paragraph
REG_ART_27,REG_ART_27_F_I,HAS_CLAUSE,fraction
REG_ART_27,REG_ART_27_F_II,HAS_CLAUSE,fraction
REG_ART_27,REG_ART_27_F_III,HAS_CLAUSE,fraction
REG_ART_27,REG_ART_27_P2,HAS_CLAUSE,paragraph
REG_ART_28,REG_ART_28_P1,HAS_CLAUSE,paragraph
REG_ART_29,REG_ART_29_P1,HAS_CLAUSE,paragraph
REG_ART_29,REG_ART_29_F_I,HAS_CLAUSE,fraction
REG_ART_29,REG_ART_29_F_II,HAS_CLAUSE,fraction
REG_ART_30,REG_ART_30_P1,HAS_CLAUSE,paragraph
REG_ART_30,REG_ART_30_P2,HAS_CLAUSE,paragraph
REG_ART_31,REG_ART_31_P1,HAS_CLAUSE,paragraph
REG_ART_32,REG_ART_32_P1,HAS_CLAUSE,paragraph
REG_ART_32,REG_ART_32_P2,HAS_CLAUSE,paragraph
REG_ART_33,REG_ART_33_P1,HAS_CLAUSE,paragraph
REG_ART_33,REG_ART_33_P2,HAS_CLAUSE,paragraph
REG_ART_33,REG_ART_33_F_I,HAS_CLAUSE,fraction
REG_ART_33,REG_ART_33_F_II,HAS_CLAUSE,fraction
REG_ART_33,REG_ART_33_F_III,HAS_CLAUSE,fraction
REG_ART_33,REG_ART_33_F_IV,HAS_CLAUSE,fraction
REG_ART_33,REG_ART_33_F_V,HAS_CLAUSE,fraction
REG_ART_33,REG_ART_33_F_VI,HAS_CLAUSE,fraction
REG_ART_33,REG_ART_33_F_VII,HAS_CLAUSE,fraction
REG_ART_34,REG_ART_34_P1,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_P2,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_P3,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_F_I,HAS_CLAUSE,fraction
REG_ART_34,REG_ART_34_F_II,HAS_CLAUSE,fraction
REG_ART_34,REG_ART_34_F_III,HAS_CLAUSE,fraction
REG_ART_34,REG_ART_34_F_IV,HAS_CLAUSE,fraction
REG_ART_34,REG_ART_34_F_V,HAS_CLAUSE,fraction
REG_ART_34,REG_ART_34_P4,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_P5,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_P6,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_P7,HAS_CLAUSE,paragraph
REG_ART_34,REG_ART_34_P8,HAS_CLAUSE,paragraph
REG_ART_35,REG_ART_35_P1,HAS_CLAUSE,paragraph
REG_ART_35,REG_ART_35_F_I,HAS_CLAUSE,fraction
REG_ART_35,REG_ART_35_F_II,HAS_CLAUSE,fraction
REG_ART_35,REG_ART_35_F_III,HAS_CLAUSE,fraction
REG_ART_35,REG_ART_35_F_IV,HAS_CLAUSE,fraction
REG_ART_35,REG_ART_35_F_V,HAS_CLAUSE,fraction
REG_ART_35,REG_ART_35_F_VI,HAS_CLAUSE,fraction
REG_ART_35,REG_ART_35_F_VII,HAS_CLAUSE,fraction
REG_ART_36,REG_ART_36_P1,HAS_CLAUSE,paragraph
REG_ART_36,REG_ART_36_P2,HAS_CLAUSE,paragraph
REG_ART_36,REG_ART_36_P3,HAS_CLAUSE,paragraph
REG_ART_36,REG_ART_36_P4,HAS_CLAUSE,paragraph
REG_ART_37,REG_ART_37_P1,HAS_CLAUSE,paragraph
REG_ART_38,REG_ART_38_P1,HAS_CLAUSE,paragraph
REG_ART_39,REG_ART_39_P1,HAS_CLAUSE,paragraph
REG_ART_40,REG_ART_40_P1,HAS_CLAUSE,paragraph
REG_ART_40,REG_ART_40_P2,HAS_CLAUSE,paragraph
REG_ART_41,REG_ART_41_P1,HAS_CLAUSE,paragraph
REG_ART_42,REG_ART_42_P1,HAS_CLAUSE,paragraph
REG_ART_43,REG_ART_43_P1,HAS_CLAUSE,paragraph
REG_ART_43,REG_ART_43_F_I,HAS_CLAUSE,fraction
REG_ART_43,REG_ART_43_F_II,HAS_CLAUSE,fraction
REG_ART_44,REG_ART_44_P1,HAS_CLAUSE,paragraph
REG_ART_44,REG_ART_44_P2,HAS_CLAUSE,paragraph
REG_ART_44,REG_ART_44_F_I,HAS_CLAUSE,fraction
REG_ART_44,REG_ART_44_F_II,HAS_CLAUSE,fraction
REG_ART_44,REG_ART_44_F_III,HAS_CLAUSE,fraction
REG_ART_45,REG_ART_45_P1,HAS_CLAUSE,paragraph
REG_ART_46,REG_ART_46_P1,HAS_CLAUSE,paragraph
REG_ART_47,REG_ART_47_P1,HAS_CLAUSE,paragraph
REG_ART_47,REG_ART_47_P2,HAS_CLAUSE,paragraph
REG_ART_48,REG_ART_48_P1,HAS_CLAUSE,paragraph
REG_ART_48,REG_ART_48_P2,HAS_CLAUSE,paragraph
REG_ART_48,REG_ART_48_F_I,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_II,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_III,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_IV,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_V,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_VI,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_VII,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_VIII,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_IX,HAS_CLAUSE,fraction
REG_ART_48,REG_ART_48_F_X,HAS_CLAUSE,fraction
REG_ART_49,REG_ART_49_P1,HAS_CLAUSE,paragraph
REG_ART_50,REG_ART_50_P1,HAS_CLAUSE,paragraph
REG_ART_50,REG_ART_50_F_I,HAS_CLAUSE,fraction
REG_ART_50,REG_ART_50_F_II,HAS_CLAUSE,fraction
REG_ART_50,REG_ART_50_F_III,HAS_CLAUSE,fraction
REG_ART_50,REG_ART_50_F_IV,HAS_CLAUSE,fraction
REG_ART_50,REG_ART_50_F_V,HAS_CLAUSE,fraction
REG_ART_50,REG_ART_50_F_VI,HAS_CLAUSE,fraction
REG_ART_50,REG_ART_50_P2,HAS_CLAUSE,paragraph
REG_ART_51,REG_ART_51_P1,HAS_CLAUSE,paragraph
REG_ART_52,REG_ART_52_P1,HAS_CLAUSE,paragraph
REG_ART_52,REG_ART_52_F_I,HAS_CLAUSE,fraction
REG_ART_52,REG_ART_52_F_I_a,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_I_b,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_I_c,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_I_d,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_II,HAS_CLAUSE,fraction
REG_ART_52,REG_ART_52_F_II_a,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_II_b,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_II_c,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_II_d,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_F_II_e,HAS_CLAUSE,subparagraph
REG_ART_52,REG_ART_52_P2,HAS_CLAUSE,paragraph
REG_ART_52,REG_ART_52_P3,HAS_CLAUSE,paragraph
REG_ART_52,REG_ART_52_P4,HAS_CLAUSE,paragraph
REG_ART_53,REG_ART_53_P1,HAS_CLAUSE,paragraph
REG_ART_53,REG_ART_53_P2,HAS_CLAUSE,paragraph
REG_ART_53,REG_ART_53_F_I,HAS_CLAUSE,fraction
REG_ART_53,REG_ART_53_F_II,HAS_CLAUSE,fraction
REG_ART_53,REG_ART_53_P3,HAS_CLAUSE,paragraph
REG_ART_54,REG_ART_54_P1,HAS_CLAUSE,paragraph
REG_ART_54,REG_ART_54_P2,HAS_CLAUSE,paragraph
REG_ART_54,REG_ART_54_P3,HAS_CLAUSE,paragraph
REG_ART_54,REG_ART_54_P4,HAS_CLAUSE,paragraph
REG_ART_55,REG_ART_55_P1,HAS_CLAUSE,paragraph
REG_ART_55,REG_ART_55_P2,HAS_CLAUSE,paragraph
REG_ART_55,REG_ART_55_P3,HAS_CLAUSE,paragraph
REG_ART_56,REG_ART_56_P1,HAS_CLAUSE,paragraph
REG_ART_56,REG_ART_56_F_I,HAS_CLAUSE,fraction
REG_ART_56,REG_ART_56_F_II,HAS_CLAUSE,fraction
REG_ART_56,REG_ART_56_F_III,HAS_CLAUSE,fraction
REG_ART_57,REG_ART_57_P1,HAS_CLAUSE,paragraph
REG_ART_57,REG_ART_57_P2,HAS_CLAUSE,paragraph
REG_ART_58,REG_ART_58_P1,HAS_CLAUSE,paragraph
REG_ART_59,REG_ART_59_P1,HAS_CLAUSE,paragraph
REG_ART_60,REG_ART_60_P1,HAS_CLAUSE,paragraph
REG_ART_60,REG_ART_60_F_I,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_F_II,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_F_III,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_F_IV,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_P2,HAS_CLAUSE,paragraph
REG_ART_60,REG_ART_60_L2_F_I,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_L2_F_II,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_L2_F_III,HAS_CLAUSE,fraction
REG_ART_60,REG_ART_60_L2_F_IV,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_P1,HAS_CLAUSE,paragraph
REG_ART_61,REG_ART_61_F_I,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_II,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_III,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_IV,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_V,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_VI,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_VII,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_VIII,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_F_IX,HAS_CLAUSE,fraction
REG_ART_61,REG_ART_61_P2,HAS_CLAUSE,paragraph
REG_ART_62,REG_ART_62_P1,HAS_CLAUSE,paragraph
REG_ART_62,REG_ART_62_F_I,HAS_CLAUSE,fraction
REG_ART_62,REG_ART_62_F_II,HAS_CLAUSE,fraction
REG_ART_62,REG_ART_62_F_III,HAS_CLAUSE,fraction
REG_ART_62,REG_ART_62_F_IV,HAS_CLAUSE,fraction
REG_ART_62,REG_ART_62_P2,HAS_CLAUSE,paragraph
REG_ART_63,REG_ART_63_P1,HAS_CLAUSE,paragraph
REG_ART_63,REG_ART_63_F_I,HAS_CLAUSE,fraction
REG_ART_63,REG_ART_63_F_II,HAS_CLAUSE,fraction
REG_ART_63,REG_ART_63_F_III,HAS_CLAUSE,fraction
REG_ART_63,REG_ART_63_F_IV,HAS_CLAUSE,fraction
REG_ART_64,REG_ART_64_P1,HAS_CLAUSE,paragraph
REG_ART_65,REG_ART_65_P1,HAS_CLAUSE,paragraph
REG_ART_65,REG_ART_65_F_I,HAS_CLAUSE,fraction
REG_ART_65,REG_ART_65_F_II,HAS_CLAUSE,fraction
REG_ART_65,REG_ART_65_F_III,HAS_CLAUSE,fraction
REG_ART_65,REG_ART_65_F_IV,HAS_CLAUSE,fraction
REG_ART_65,REG_ART_65_F_V,HAS_CLAUSE,fraction
REG_ART_66,REG_ART_66_P1,HAS_CLAUSE,paragraph
REG_ART_67,REG_ART_67_P1,HAS_CLAUSE,paragraph
REG_ART_68,REG_ART_68_P1,HAS_CLAUSE,paragraph
REG_ART_69,REG_ART_69_P1,HAS_CLAUSE,paragraph
REG_ART_70,REG_ART_70_P1,HAS_CLAUSE,paragraph
REG_ART_71,REG_ART_71_P1,HAS_CLAUSE,paragraph
REG_ART_72,REG_ART_72_P1,HAS_CLAUSE,paragraph
REG_ART_73,REG_ART_73_P1,HAS_CLAUSE,paragraph
REG_ART_74,REG_ART_74_P1,HAS_CLAUSE,paragraph
REG_ART_75,REG_ART_75_P1,HAS_CLAUSE,paragraph
REG_ART_76,REG_ART_76_P1,HAS_CLAUSE,paragraph
REG_ART_77,REG_ART_77_P1,HAS_CLAUSE,paragraph
REG_ART_77,REG_ART_77_P2,HAS_CLAUSE,paragraph
REG_ART_78,REG_ART_78_P1,HAS_CLAUSE,paragraph
REG_ART_78,REG_ART_78_P2,HAS_CLAUSE,paragraph
REG_ART_79,REG_ART_79_P1,HAS_CLAUSE,paragraph
REG_ART_79,REG_ART_79_P2,HAS_CLAUSE,paragraph
REG_ART_80,REG_ART_80_P1,HAS_CLAUSE,paragraph
REG_ART_80,REG_ART_80_F_I,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_II,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_III,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_IV,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_V,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_VI,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_VII,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_VIII,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_F_IX,HAS_CLAUSE,fraction
REG_ART_80,REG_ART_80_P2,HAS_CLAUSE,paragraph
REG_ART_81,REG_ART_81_P1,HAS_CLAUSE,paragraph
REG_ART_82,REG_ART_82_P1,HAS_CLAUSE,paragraph
REG_ART_82,REG_ART_82_F_I,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_II,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_III,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_IV,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_V,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_VI,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_VII,HAS_CLAUSE,fraction
REG_ART_82,REG_ART_82_F_VIII,HAS_CLAUSE,fraction
REG_ART_83,REG_ART_83_P1,HAS_CLAUSE,paragraph
REG_ART_83,REG_ART_83_P2,HAS_CLAUSE,paragraph
REG_ART_84,REG_ART_84_P1,HAS_CLAUSE,paragraph
REG_ART_84,REG_ART_84_P2,HAS_CLAUSE,paragraph
REG_ART_85,REG_ART_85_P1,HAS_CLAUSE,paragraph
REG_ART_86,REG_ART_86_P1,HAS_CLAUSE,paragraph
REG_ART_87,REG_ART_87_P1,HAS_CLAUSE,paragraph
REG_ART_88,REG_ART_88_P1,HAS_CLAUSE,paragraph
REG_ART_89,REG_ART_89_P1,HAS_CLAUSE,paragraph
REG_ART_89,REG_ART_89_F_I,HAS_CLAUSE,fraction
REG_ART_89,REG_ART_89_F_II,HAS_CLAUSE,fraction
REG_ART_89,REG_ART_89_F_II_a,HAS_CLAUSE,subparagraph
REG_ART_89,REG_ART_89_F_II_b,HAS_CLAUSE,subparagraph
REG_ART_89,REG_ART_89_F_II_c,HAS_CLAUSE,subparagraph
REG_ART_89,REG_ART_89_P2,HAS_CLAUSE,paragraph
REG_ART_90,REG_ART_90_P1,HAS_CLAUSE,paragraph
REG_ART_90,REG_ART_90_P2,HAS_CLAUSE,paragraph
REG_ART_91,REG_ART_91_P1,HAS_CLAUSE,paragraph
REG_ART_92,REG_ART_92_P1,HAS_CLAUSE,paragraph
REG_ART_93,REG_ART_93_P1,HAS_CLAUSE,paragraph
REG_ART_93,REG_ART_93_P2,HAS_CLAUSE,paragraph
REG_ART_93,REG_ART_93_P3,HAS_CLAUSE,paragraph
REG_ART_94,REG_ART_94_P1,HAS_CLAUSE,paragraph
REG_ART_95,REG_ART_95_P1,HAS_CLAUSE,paragraph
REG_ART_95,REG_ART_95_P2,HAS_CLAUSE,paragraph
REG_ART_96,REG_ART_96_P1,HAS_CLAUSE,paragraph
REG_ART_96,REG_ART_96_P2,HAS_CLAUSE,paragraph
REG_ART_96,REG_ART_96_P3,HAS_CLAUSE,paragraph
