source_id,target_id,rel_type,fraction
LAW_ART_59,LAW_SANC_I,HAS_SANCTION,I
LAW_ART_59,LAW_SANC_II,HAS_SANCTION,II
LAW_ART_59,LAW_SANC_III,HAS_SANCTION,III
LAW_ART_59,LAW_SANC_IV,HAS_SANCTION,IV
