sourceId,targetId
PROC-RISK-ASSESSMENT,FW-NIST-CSF
PROC-RISK-ASSESSMENT,FW-ISO-27001
PROC-RISK-MANAGEMENT,FW-CIS-CONTROLS
PROC-RISK-MANAGEMENT,FW-NIST-CSF
