source_id,target_id,rel_type
schedule_2,sch2p1,HAS_PARAGRAPH
schedule_2,sch2p2,HAS_PARAGRAPH
schedule_2,sch2p3,HAS_PARAGRAPH
schedule_2,sch2p4,HAS_PARAGRAPH
schedule_2,sch2p5,HAS_PARAGRAPH
schedule_2,sch2p6,HAS_PARAGRAPH
schedule_2,sch2p7,HAS_PARAGRAPH
schedule_2,sch2p8,HAS_PARAGRAPH
schedule_2,sch2p9,HAS_PARAGRAPH
schedule_2,sch2p10,HAS_PARAGRAPH
