source_id,target_id,rel_type,note
S7.3,MIGSTEP-7.3.1,HAS_MIGRATION_STEP,1
S7.3,MIGSTEP-7.3.2,HAS_MIGRATION_STEP,2
S7.3,MIGSTEP-7.3.3,HAS_MIGRATION_STEP,3
S7.3,MIGSTEP-7.3.4,HAS_MIGRATION_STEP,4
S7.3,MIGSTEP-7.3.5,HAS_MIGRATION_STEP,5
S7.3,MIGSTEP-7.3.6,HAS_MIGRATION_STEP,6
S7.3,MIGSTEP-7.3.7,HAS_MIGRATION_STEP,7
