source_id,target_id,rel_type,note
S3,COMP-PE,DEFINES_COMPONENT,core
S3,COMP-PA,DEFINES_COMPONENT,core
S3,COMP-PEP,DEFINES_COMPONENT,core
S3,COMP-CDM,DEFINES_COMPONENT,data source
S3,COMP-ICS,DEFINES_COMPONENT,data source
S3,COMP-TIF,DEFINES_COMPONENT,data source
S3,COMP-LOGS,DEFINES_COMPONENT,data source
S3,COMP-DAP,DEFINES_COMPONENT,data source
S3,COMP-PKI,DEFINES_COMPONENT,data source
S3,COMP-IDM,DEFINES_COMPONENT,data source
S3,COMP-SIEM,DEFINES_COMPONENT,data source
