source_id,target_id,rel_type,note
SP800-207,S1,HAS_SECTION,
SP800-207,S2,HAS_SECTION,
SP800-207,S3,HAS_SECTION,
SP800-207,S4,HAS_SECTION,
SP800-207,S5,HAS_SECTION,
SP800-207,S6,HAS_SECTION,
SP800-207,S7,HAS_SECTION,
