source_id,target_id,rel_type,note
SP800-207,DEF-ZT,DEFINES_TERM,2
SP800-207,DEF-ZTA,DEFINES_TERM,2
SP800-207,DEF-ZTE,DEFINES_TERM,2
SP800-207,DEF-ITZ,DEFINES_TERM,2
SP800-207,DEF-TA,DEFINES_TERM,3.3
SP800-207,DEF-CP,DEFINES_TERM,3.4
SP800-207,DEF-DP,DEFINES_TERM,3.4
SP800-207,DEF-SF,DEFINES_TERM,B.4.6
