source_id,target_id,rel_type,note
SP800-207,FIG-1,CONTAINS_FIGURE,
SP800-207,FIG-2,CONTAINS_FIGURE,
SP800-207,FIG-3,CONTAINS_FIGURE,
SP800-207,FIG-4,CONTAINS_FIGURE,
SP800-207,FIG-5,CONTAINS_FIGURE,
SP800-207,FIG-6,CONTAINS_FIGURE,
SP800-207,FIG-7,CONTAINS_FIGURE,
SP800-207,FIG-8,CONTAINS_FIGURE,
SP800-207,FIG-9,CONTAINS_FIGURE,
SP800-207,FIG-10,CONTAINS_FIGURE,
SP800-207,FIG-11,CONTAINS_FIGURE,
SP800-207,FIG-12,CONTAINS_FIGURE,
SP800-207,TAB-B-1,CONTAINS_TABLE,
