source_id,target_id,rel_type,note
S2.2,ASSUMPTION-1,STATES_ASSUMPTION,
S2.2,ASSUMPTION-2,STATES_ASSUMPTION,
S2.2,ASSUMPTION-3,STATES_ASSUMPTION,
S2.2,ASSUMPTION-4,STATES_ASSUMPTION,
S2.2,ASSUMPTION-5,STATES_ASSUMPTION,
S2.2,ASSUMPTION-6,STATES_ASSUMPTION,
