source_id,target_id,rel_type,note
S3.3,TAINPUT-1,HAS_TA_INPUT,
S3.3,TAINPUT-2,HAS_TA_INPUT,
S3.3,TAINPUT-3,HAS_TA_INPUT,
S3.3,TAINPUT-4,HAS_TA_INPUT,
S3.3,TAINPUT-5,HAS_TA_INPUT,
