source_id,target_id,rel_type,note
S3.4.1,NETREQ-1,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-2,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-3,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-4,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-5,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-6,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-7,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-8,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-9,STATES_NETWORK_REQUIREMENT,
S3.4.1,NETREQ-10,STATES_NETWORK_REQUIREMENT,
