source_id,target_id,rel_type,note
S4,USECASE-4.1,DESCRIBES_USE_CASE,
S4,USECASE-4.2,DESCRIBES_USE_CASE,
S4,USECASE-4.3,DESCRIBES_USE_CASE,
S4,USECASE-4.4,DESCRIBES_USE_CASE,
S4,USECASE-4.5,DESCRIBES_USE_CASE,
