clause_id,section_id,parent_clause_id,label,level,text,source_document
s28(2)(e),s28,s28(2),(e),paragraph,the collection from another source would not prejudice the interests of the data subject;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s28(2)(f),s28,s28(2),(f),paragraph,collection of data from another source is necessary-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s28(2)(f)(i),s28,s28(2)(f),(i),subparagraph,"for the prevention, detection, investigation, prosecution and punishment of crime;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s28(2)(f)(ii),s28,s28(2)(f),(ii),subparagraph,for the enforcement of a law which imposes a pecuniary penalty; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s28(2)(f)(iii),s28,s28(2)(f),(iii),subparagraph,for the protection of the interests of the data subject or another person.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s28(3),s28,,(3),subsection,"A data controller or data processor shall collect, store or use personal data for a purpose which is lawful, specific and explicitly defined.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(a),s29,,(a),paragraph,the rights of data subject specified under section 26;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(b),s29,,(b),paragraph,the fact that personal data is being collected;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(c),s29,,(c),paragraph,the purpose for which the personal data is being collected;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(d),s29,,(d),paragraph,"the third parties whose personal data has been or will be transferred to, including details of safeguards adopted;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(e),s29,,(e),paragraph,the contacts of the data controller or data processor and on whether any other entity may receive the collected personal data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(f),s29,,(f),paragraph,a description of the technical and organizational security measures taken to ensure the integrity and confidentiality of the data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(g),s29,,(g),paragraph,the data being collected pursuant to any law and whether such collection is voluntary or mandatory; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s29(h),s29,,(h),paragraph,"the consequences if any, where the data subject fails to provide all or any part of the requested data.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1),s30,,(1),subsection,"A data controller or data processor shall not process personal data, unless-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(a),s30,s30(1),(a),paragraph,the data subject consents to the processing for one or more specified purposes; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b),s30,s30(1),(b),paragraph,the processing is necessary-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(i),s30,s30(1)(b),(i),subparagraph,for the performance of a contract to which the data subject is a party or in order to take steps at the request of the data subject before entering into a contract;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(ii),s30,s30(1)(b),(ii),subparagraph,for compliance with any legal obligation to which the controller is subject;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(iii),s30,s30(1)(b),(iii),subparagraph,in order to protect the vital interests of the data subject or another natural person;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(iv),s30,s30(1)(b),(iv),subparagraph,for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(v),s30,s30(1)(b),(v),subparagraph,the performance of any task carried out by a public authority;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(vi),s30,s30(1)(b),(vi),subparagraph,"for the exercise, by any person in the public interest, of any other functions of a public nature;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(vii),s30,s30(1)(b),(vii),subparagraph,"for the legitimate interests pursued by the data controller or data processor by a third party to whom the data is disclosed, except if the processing is unwarranted in any particular case having regard to the harm and prejudice to the rights and freedoms or legitimate interests of the data subject; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(1)(b)(viii),s30,s30(1)(b),(viii),subparagraph,"for the purpose of historical, statistical, journalistic, literature and art or scientific research.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(2),s30,,(2),subsection,Further processing of personal data shall be in accordance with the purpose of collection.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s30(3),s30,,(3),subsection,A data controller who contravenes the provisions of sub-section (1) commits an offence.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(1),s31,,(1),subsection,"Where a processing operation is likely to result in high risk to the rights and freedoms of a data subject, by virtue of its nature, scope, context and purposes, a data controller or data processor shall, prior to the processing, carry out a data protection impact assessment.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(2),s31,,(2),subsection,A data protection impact assessment shall include the following-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(2)(a),s31,s31(2),(a),paragraph,"a systematic description of the envisaged processing operations and the purposes of the processing, including, where applicable, the legitimate interest pursued by the data controller or data processor;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(2)(b),s31,s31(2),(b),paragraph,an assessment of the necessity and proportionality of the processing operations in relation to the purposes;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(2)(c),s31,s31(2),(c),paragraph,an assessment of the risks to the rights and freedoms of data subjects;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(2)(d),s31,s31(2),(d),paragraph,"the measures envisaged to address the risks and the safeguards, security measures and mechanisms to ensure the protection of personal data and to demonstrate compliance with this Act, taking into account the rights, and legitimate interests of data subjects and other persons concerned.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(3),s31,,(3),subsection,The data controller or data processor shall consult the Data Commissioner prior to the processing if a data protection impact assessment prepared under this section indicates that the processing of the data would result in a high risk to the rights and freedoms of a data subject.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(4),s31,,(4),subsection,"For the purposes of this section, a ""data protection impact assessment"" means an assessment of the impact of the envisaged processing operations on the protection of personal data.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(5),s31,,(5),subsection,The data impact assessment reports shall be submitted sixty days prior to the processing of data.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s31(6),s31,,(6),subsection,The Data Commissioner shall set out guidelines for carrying out an impact assessment under this section.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s32(1),s32,,(1),subsection,A data controller or data processor shall bear the burden of proof for establishing a data subject's consent to the processing of their personal data for a specified purpose.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s32(2),s32,,(2),subsection,"Unless otherwise provided under this Act, a data subject shall have the right to withdraw consent at any time.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s32(3),s32,,(3),subsection,The withdrawal of consent under sub-section (2) shall not affect the lawfulness of processing based on prior consent before its withdrawal.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s32(4),s32,,(4),subsection,"In determining whether consent was freely given, account shall be taken of whether, among others, the performance of a contract, including the provision of a service, is conditional on consent to the processing of personal data that is not necessary for the performance of that contract.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(1),s33,,(1),subsection,Every data controller or data processor shall not process personal data relating to a child unless-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(1)(a),s33,s33(1),(a),paragraph,consent is given by the child's parent or guardian; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(1)(b),s33,s33(1),(b),paragraph,the processing is in such a manner that protects and advances the rights and best interests of the child.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(2),s33,,(2),subsection,A data controller or data processor shall incorporate appropriate mechanisms for age verification and consent in order to process personal data of a child.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(3),s33,,(3),subsection,Mechanisms contemplated under sub-section (2) shall be determined on the basis of-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(3)(a),s33,s33(3),(a),paragraph,available technology;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(3)(b),s33,s33(3),(b),paragraph,volume of personal data processed;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(3)(c),s33,s33(3),(c),paragraph,proportion of such personal data likely to be that of a child;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(3)(d),s33,s33(3),(d),paragraph,possibility of harm to a child arising out of processing of personal data; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(3)(e),s33,s33(3),(e),paragraph,such other factors as may be specified by the Data Commissioner.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s33(4),s33,,(4),subsection,A data controller or data processor that exclusively provides counselling or child protection services to a child may not be required to obtain parental consent as set out under sub-section (1).,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(1),s34,,(1),subsection,"A data controller or data processor shall, at the request of a data subject, restrict the processing of personal data where-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(1)(a),s34,s34(1),(a),paragraph,"accuracy of the personal data is contested by the data subject, for a period enabling the data controller to verify the accuracy of the data;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(1)(b),s34,s34(1),(b),paragraph,"personal data is no longer required for the purpose of the processing, unless the data controller or data processor requires the personal data for the establishment, exercise or defence of a legal claim;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(1)(c),s34,s34(1),(c),paragraph,processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(1)(d),s34,s34(1),(d),paragraph,"data subject has objected to the processing, pending verification as to whether the legitimate interests of the data controller or data processor overrides those of the data subject.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(2),s34,,(2),subsection,Where processing of personal data is restricted under this section-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(2)(a),s34,s34(2),(a),paragraph,"the personal data shall, unless the data is being stored, only be processed with the data subject's consent or for the establishment, exercise or defence of a legal claim, the protection of the rights of another person or for reasons of public interest; and",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(2)(b),s34,s34(2),(b),paragraph,the data controller shall inform the data subject before withdrawing the restriction on processing of the personal data.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s34(3),s34,,(3),subsection,"The data controller or data processor shall implement mechanisms to ensure that time limits established for the rectification, erasure or restriction of processing of personal data, or for a periodic review of the need for the storage of the personal data, is observed.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(1),s35,,(1),subsection,"Every data subject has a right not to be subject to a decision based solely on automated processing, including profiling, which produces legal effects concerning or significantly affects the data subject.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(2),s35,,(2),subsection,Sub-section (1) shall not apply where the decision is-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(2)(a),s35,s35(2),(a),paragraph,"necessary for entering into, or performing, a contract between the data subject and a data controller;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(2)(b),s35,s35(2),(b),paragraph,"authorised by a law to which the data controller is subject and which lays down suitable measures to safeguard the data subject's rights, freedoms and legitimate interests; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(2)(c),s35,s35(2),(c),paragraph,based on the data subject's consent.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(3),s35,,(3),subsection,"Where a data controller or data processor takes a decision, which produces legal effects or significantly affects the data subject based solely on automated processing-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(3)(a),s35,s35(3),(a),paragraph,"the data controller or data processor must, as soon as reasonably practicable, notify the data subject in writing that a decision has been taken based solely on automated processing; and",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(3)(b),s35,s35(3),(b),paragraph,"the data subject may, after a reasonable period of receipt of the notification, request the data controller or data processor to-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(3)(b)(i),s35,s35(3)(b),(i),subparagraph,reconsider the decision; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(3)(b)(ii),s35,s35(3)(b),(ii),subparagraph,take a new decision that is not based solely on automated processing.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(4),s35,,(4),subsection,"A data controller or data processor, upon receipt of a request under sub-section (3), shall within a reasonable period of time-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(4)(a),s35,s35(4),(a),paragraph,"consider the request, including any information provided by the data subject that is relevant to it;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(4)(b),s35,s35(4),(b),paragraph,comply with the request; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(4)(c),s35,s35(4),(c),paragraph,by notice in writing inform the data subject of-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(4)(c)(i),s35,s35(4)(c),(i),subparagraph,the steps taken to comply with the request; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(4)(c)(ii),s35,s35(4)(c),(ii),subparagraph,the outcome of complying with the request.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s35(5),s35,,(5),subsection,"The Cabinet Secretary may by Regulations make such further provision to provide suitable measures to safeguard a data subject's rights, freedoms and legitimate interests in connection with the taking of decisions based solely on automated processing.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s37(1),s37,,(1),subsection,"A person shall not use, for commercial purposes, personal data obtained pursuant to the provisions of this Act unless the person-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s37(1)(a),s37,s37(1),(a),paragraph,has sought and obtained express consent from a data subject; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s37(1)(b),s37,s37(1),(b),paragraph,is authorised to do so under any written law and the data subject has been informed of such use when collecting the data from the data subject.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s37(2),s37,,(2),subsection,"A data controller or data processor that uses personal data for commercial purposes shall, where possible, anonymise the data in such a manner as to ensure that the data subject is no longer identifiable.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s37(3),s37,,(3),subsection,"The Cabinet Secretary, in consultation with the Data Commissioner, may prescribe practice guidelines for commercial use of personal data in accordance with this Act.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(1),s38,,(1),subsection,"A data subject has the right to receive personal data concerning them in a structured, commonly used and machine-readable format.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(2),s38,,(2),subsection,"A data subject has the right to transmit the data obtained under sub-section (1), to another data controller or data processor without any hindrance.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(3),s38,,(3),subsection,"Where technically possible, the data subject shall have the right to have the personal data transmitted directly from one data controller or processor to another.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(4),s38,,(4),subsection,"Where data controller or data processor declines to comply with a request under sub-section (3), the Data Commissioner may make a determination on the technical capacity of the data controller or data processor.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(5),s38,,(5),subsection,The right under this section shall not apply in circumstances where-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(5)(a),s38,s38(5),(a),paragraph,processing may be necessary for the performance of a task carried out in the public interest or in the exercise of an official authority; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(5)(b),s38,s38(5),(b),paragraph,it may adversely affect the rights and freedoms of others.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(6),s38,,(6),subsection,"A data controller or data processor shall comply with data portability requests, at reasonable cost and within a period of thirty days.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s38(7),s38,,(7),subsection,"Where the portability request is complex or numerous, the period under sub-section (6) may be extended for a further period as may be determined in consultation with the Data Commissioner.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s39(1),s39,,(1),subsection,A data controller or data processor shall retain personal data only as long as may be reasonably necessary to satisfy the purpose for which it is processed unless the retention is-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s39(1)(a),s39,s39(1),(a),paragraph,required or authorised by law;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s39(1)(b),s39,s39(1),(b),paragraph,reasonably necessary for a lawful purpose;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s39(1)(c),s39,s39(1),(c),paragraph,authorised or consented by the data subject; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s39(1)(d),s39,s39(1),(d),paragraph,"for historical, statistical, journalistic literature and art or research purposes.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s39(2),s39,,(2),subsection,"A data controller or data processor shall delete, erase, anonymise or pseudonymise personal data not necessary to be retained under sub-section (1) in a manner as may be specified at the expiry of the retention period.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(1),s40,,(1),subsection,A data subject may request a data controller or data processor-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(1)(a),s40,s40(1),(a),paragraph,"to rectify without undue delay personal data in its possession or under its control that is inaccurate, out-dated, incomplete or misleading; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(1)(b),s40,s40(1),(b),paragraph,"to erase or destroy without undue delay personal data that the data controller or data processor is no longer authorised to retain, irrelevant, excessive or obtained unlawfully.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(2),s40,,(2),subsection,"Where the data controller has shared the personal data with a third party for processing purposes, the data controller or data processor shall take all reasonable steps to inform third parties processing such data, that the data subject has requested-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(2)(a),s40,s40(2),(a),paragraph,"the rectification of such personal data in their possession or under their control that is inaccurate, out-dated, incomplete or misleading; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(2)(b),s40,s40(2),(b),paragraph,"the erasure or destruction of such personal data that the data controller is no longer authorised to retain, irrelevant, excessive or obtained unlawfully.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s40(3),s40,,(3),subsection,"Where a data controller or data processor is required to rectify or erase personal data under sub-section (1), but the personal data is required for the purposes of evidence, the data controller or data processor shall, instead of erasing or rectifying, restrict its processing and inform the data subject within a reasonable time.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(1),s41,,(1),subsection,Every data controller or data processor shall implement appropriate technical and organisational measures which are designed-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(1)(a),s41,s41(1),(a),paragraph,to implement the data protection principles in an effective manner; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(1)(b),s41,s41(1),(b),paragraph,to integrate necessary safeguards for that purpose into the processing.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(2),s41,,(2),subsection,The duty under subsection (1) applies both at the time of the determination of the means of processing the data and at the time of the processing.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(3),s41,,(3),subsection,"A data controller or data processor shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which is necessary for each specific purpose is processed, taking into consideration-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(3)(a),s41,s41(3),(a),paragraph,the amount of personal data collected;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(3)(b),s41,s41(3),(b),paragraph,the extent of its processing;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(3)(c),s41,s41(3),(c),paragraph,the period of its storage;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(3)(d),s41,s41(3),(d),paragraph,its accessibility; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(3)(e),s41,s41(3),(e),paragraph,the cost of processing data and the technologies and tools used.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4),s41,,(4),subsection,"To give effect to this section, the data controller or data processor shall consider measures such as-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4)(a),s41,s41(4),(a),paragraph,to identify reasonably foreseeable internal and external risks to personal data under the person's possession or control;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4)(b),s41,s41(4),(b),paragraph,to establish and maintain appropriate safeguards against the identified risks;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4)(c),s41,s41(4),(c),paragraph,to the pseudonymisation and encryption of personal data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4)(d),s41,s41(4),(d),paragraph,to the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4)(e),s41,s41(4),(e),paragraph,to verify that the safeguards are effectively implemented; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s41(4)(f),s41,s41(4),(f),paragraph,to ensure that the safeguards are continually updated in response to new risks or deficiencies.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(1),s42,,(1),subsection,"In determining the appropriate measures referred to in section 41, in particular, where the processing involves the transmission of data over an information and communication network, a data controller shall have regard to-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(1)(a),s42,s42(1),(a),paragraph,the state of technological development available;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(1)(b),s42,s42(1),(b),paragraph,the cost of implementing any of the security measures;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(1)(c),s42,s42(1),(c),paragraph,the special risks that exist in the processing of the data; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(1)(d),s42,s42(1),(d),paragraph,the nature of the data being processed.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(2),s42,,(2),subsection,Where a data controller is using the services of a data processor-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(2)(a),s42,s42(2),(a),paragraph,the data controller shall opt for a data processor who provides sufficient guarantees in respect of organisational measures for the purpose of complying with section 41(1); and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(2)(b),s42,s42(2),(b),paragraph,the data controller and the data processor shall enter into a written contract which shall provide that the data processor shall act only on instructions received from the data controller and shall be bound by obligations of the data controller.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(3),s42,,(3),subsection,"Where a data processor processes personal data other than as instructed by the data controller, the data processor shall be deemed to be a data controller in respect of that processing.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s42(4),s42,,(4),subsection,"A data controller or data processor shall take all reasonable steps to ensure that any person employed by or acting under the authority of the data controller or data processor, complies with the relevant security measures.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(1),s43,,(1),subsection,"Where personal data has been accessed or acquired by an unauthorised person, and there is a real risk of harm to the data subject whose personal data has been subjected to the unauthorised access, a data controller shall-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(1)(a),s43,s43(1),(a),paragraph,"notify the Data Commissioner without delay, within seventy-two hours of becoming aware of such breach; and",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
