clause_id,section_id,parent_clause_id,label,level,text,source_document
s70(3)(d),s70,s70(3),(d),paragraph,any impediments to the achievements of the object and purpose of this Act or any written law; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(3)(e),s70,s70(3),(e),paragraph,any other information relating to its functions that the Data Commissioner may consider necessary.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(1),s71,,(1),subsection,"The Cabinet Secretary may, make regulations generally for giving effect to this Act, and for prescribing anything required or necessary to be prescribed by or under this Act.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2),s71,,(2),subsection,"Without prejudice to the generality of subsection (1), regulations made under that subsection may provide for-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(a),s71,s71(2),(a),paragraph,the requirements which are imposed on a data controller or data processor when processing personal data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(b),s71,s71(2),(b),paragraph,mechanisms of conducting certification program;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(c),s71,s71(2),(c),paragraph,the contents which a notice or registration by a data controller or data processor should contain;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(d),s71,s71(2),(d),paragraph,information to be provided to a data subject and how such information shall be provided;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(e),s71,s71(2),(e),paragraph,the levying of fees and taking of charges;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(f),s71,s71(2),(f),paragraph,"the measures to safeguard a data subject's rights, freedoms and legitimate interests;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(g),s71,s71(2),(g),paragraph,the processing of data through a data server or data centre in Kenya;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(h),s71,s71(2),(h),paragraph,issuing and approval of codes of practice and guidelines; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(2)(i),s71,s71(2),(i),paragraph,any other matter that the Cabinet Secretary may deem fit.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(3),s71,,(3),subsection,For the purposes of Article 94(6) of the Constitution-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(3)(a),s71,s71(3),(a),paragraph,the purpose and objective of the delegation under this section is to enable the Cabinet Secretary to make regulations for better carrying into effect the provisions of this Act;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(3)(b),s71,s71(3),(b),paragraph,the authority of the Cabinet Secretary to make regulations under this Act will be limited to bringing into effect the provisions of this Act and fulfilment of the objectives specified under this section.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(4),s71,,(4),subsection,The principles and standards applicable to the delegated power referred to under this Act are those found in-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(4)(a),s71,s71(4),(a),paragraph,"the Statutory Instruments Act, 2013 (No. 23 of 2013);",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(4)(b),s71,s71(4),(b),paragraph,the Interpretation and General Provisions Act (Cap. 2);,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(4)(c),s71,s71(4),(c),paragraph,the general rules of international law as specified under Article 2(5) of the Constitution; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s71(4)(d),s71,s71(4),(d),paragraph,any treaty and convention ratified by Kenya under Article 2(6) of the Constitution.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(1),s72,,(1),subsection,"A data controller who, without lawful excuse, discloses personal data in any manner that is incompatible with the purpose for which such data has been collected commits an offence.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(2),s72,,(2),subsection,"A data processor who, without lawful excuse, discloses personal data processed by the data processor without the prior authority of the data controller commits an offence.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(3),s72,,(3),subsection,"Subject to subsection (4), a person who-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(3)(a),s72,s72(3),(a),paragraph,"obtains access to personal data, or obtains any information constituting such data, without prior authority of the data controller or data processor by whom the data is kept; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(3)(b),s72,s72(3),(b),paragraph,"discloses personal data to third party, commit an offence.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(4),s72,,(4),subsection,Subsection (3) shall not apply to a person who is an employee or agent of a data controller or data processor acting within the scope of such mandate.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(5),s72,,(5),subsection,A person who offers to sell personal data where such personal data has been obtained in breach of sub-section (1) commits an offence.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s72(6),s72,,(6),subsection,"For the purposes of subsection (5), an advertisement indicating that personal data is or may be for sale constitutes an offer to sell the personal data.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s73(1),s73,,(1),subsection,"A person who commits an offence under this Act for which no specific penalty is provided or who otherwise contravenes this Act shall, on conviction, be liable to a fine not exceeding three million shillings or to an imprisonment term not exceeding ten years, or to both.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s73(2),s73,,(2),subsection,"In addition to any penalty referred to in sub-section (1), the Court may-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s73(2)(a),s73,s73(2),(a),paragraph,order the forfeiture of any equipment or any article used or connected in any way with the commission of an offence; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s73(2)(b),s73,s73(2),(b),paragraph,order or prohibit the doing of any act to stop a continuing contravention.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s74(1),s74,,(1),subsection,"The Data Commissioner may, for the purpose of this Act-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s74(1)(a),s74,s74(1),(a),paragraph,"issue guidelines or codes of practice for the data controllers, data processors and data protection officers;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s74(1)(b),s74,s74(1),(b),paragraph,offer data protection certification standards and data protection seals and marks in order to encourage compliance of processing operations with this Act;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s74(1)(c),s74,s74(1),(c),paragraph,require certification or adherence to code of practice by a third party;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s74(1)(d),s74,s74(1),(d),paragraph,"develop sector specific guidelines in consultation with relevant stakeholders in areas such as health, financial services, education, social Protection and any other area as the Data Commissioner may determine.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s74(2),s74,,(2),subsection,A certification issued under this section shall not alter the responsibility of the data controller or data processor for compliance with this Act.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
