source_id,target_id,rel_type,part_number
ACT,PART_I,HAS_PART,I
ACT,PART_II,HAS_PART,II
ACT,PART_III,HAS_PART,III
ACT,PART_IV,HAS_PART,IV
ACT,PART_V,HAS_PART,V
ACT,PART_VI,HAS_PART,VI
ACT,PART_VII,HAS_PART,VII
ACT,PART_VIII,HAS_PART,VIII
ACT,PART_IX,HAS_PART,IX
ACT,PART_X,HAS_PART,X
ACT,PART_XI,HAS_PART,XI
