standard_id,short_name,title,jurisdiction,issuing_authority,version_date,commencement_date,objectives,source_pdf,source_document
CPS234,Prudential Standard CPS 234,Information Security,Australia,Australian Prudential Regulation Authority (APRA),July 2019,1 July 2019,"This Prudential Standard aims to ensure that an APRA-regulated entity takes measures to be resilient against information security incidents (including cyber-attacks) by maintaining an information security capability commensurate with information security vulnerabilities and threats. A key objective is to minimise the likelihood and impact of information security incidents on the confidentiality, integrity or availability of information assets, including information assets managed by related parties or third parties. The Board of an APRA-regulated entity is ultimately responsible for ensuring that the entity maintains its information security.",KB 2/Australia/APRA Prudential Standard CPS 234.pdf,APRA Prudential Standard CPS 234 Information Security (July 2019)
